TID,Comment,GroupID,GroupRate,MinGhelld,MaxGhelld,AddDropNumber,AddDropRate,DropItem01,DropItemStack01,DropRate01,DropItem02,DropItemStack02,DropRate02,DropItem03,DropItemStack03,DropRate03,DropItem04,DropItemStack04,DropRate04,DropItem05,DropItemStack05,DropRate05,DropItem06,DropItemStack06,DropRate06,DropItem07,DropItemStack07,DropRate07,DropItem08,DropItemStack08,DropRate08,DropItem09,DropItemStack09,DropRate09,DropItem10,DropItemStack10,DropRate10,DropItem11,DropItemStack11,DropRate11,DropItem12,DropItemStack12,DropRate12,DropItem13,DropItemStack13,DropRate13,DropItem14,DropItemStack14,DropRate14,DropItem15,DropItemStack15,DropRate15
5725,地下城(炼狱)_精品_强化_26,11526,1009,2028,3244,0,2005,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5726,地下城(炼狱)_精品_制作_26,11526,1517,2028,3244,0,3007,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5727,地下城(炼狱)_精品_斯皮_27,11527,511,2187,3499,0,990,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,地下城(炼狱)_精品_强化_27,11527,1024,2187,3499,0,1980,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,地下城(炼狱)_精品_制作_27,11527,1540,2187,3499,0,2970,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5730,地下城(炼狱)_精品_斯皮_28,11528,519,2352,3763,0,980,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5731,地下城(炼狱)_精品_强化_28,11528,1040,2352,3763,0,1960,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,地下城(炼狱)_精品_制作_28,11528,1563,2352,3763,0,2940,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5733,地下城(炼狱)_精品_斯皮_29,11529,527,2523,4036,0,967,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5734,地下城(炼狱)_精品_强化_29,11529,1055,2523,4036,0,1935,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5735,地下城(炼狱)_精品_制作_29,11529,1587,2523,4036,0,2902,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5736,地下城(炼狱)_精品_斯皮_30,11530,534,2700,4320,0,955,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5737,地下城(炼狱)_精品_强化_30,11530,1071,2700,4320,0,1910,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,地下城(炼狱)_精品_制作_30,11530,1610,2700,4320,0,2865,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5739,地下城(炼狱)_精品_斯皮_31,11531,516,2976,4761,0,915,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5740,地下城(炼狱)_精品_强化_31,11531,1035,2976,4761,0,1830,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,地下城(炼狱)_精品_制作_31,11531,1556,2976,4761,0,2745,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5742,地下城(炼狱)_精品_斯皮_32,11532,523,3264,5222,0,905,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5743,地下城(炼狱)_精品_强化_32,11532,1050,3264,5222,0,1810,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,地下城(炼狱)_精品_制作_32,11532,1579,3264,5222,0,2715,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5745,地下城(炼狱)_精品_斯皮_33,11533,531,3564,5702,0,892,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5746,地下城(炼狱)_精品_强化_33,11533,1066,3564,5702,0,1785,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5747,地下城(炼狱)_精品_制作_33,11533,1602,3564,5702,0,2677,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,地下城(炼狱)_精品_斯皮_34,11534,539,3876,6201,0,882,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749,地下城(炼狱)_精品_强化_34,11534,1081,3876,6201,0,1765,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,地下城(炼狱)_精品_制作_34,11534,1625,3876,6201,0,2647,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,地下城(炼狱)_精品_斯皮_35,11535,547,4200,6720,0,870,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5752,地下城(炼狱)_精品_强化_35,11535,1097,4200,6720,0,1740,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,地下城(炼狱)_精品_制作_35,11535,1649,4200,6720,0,2610,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,地下城(炼狱)_精品_斯皮_36,11536,554,4536,7257,0,832,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5755,地下城(炼狱)_精品_强化_36,11536,1112,4536,7257,0,1665,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5756,地下城(炼狱)_精品_制作_36,11536,1672,4536,7257,0,2497,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5757,地下城(炼狱)_精品_斯皮_37,11537,562,4884,7814,0,822,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5758,地下城(炼狱)_精品_强化_37,11537,1128,4884,7814,0,1645,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,地下城(炼狱)_精品_制作_37,11537,1695,4884,7814,0,2467,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,地下城(炼狱)_精品_斯皮_38,11538,570,5244,8390,0,810,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5761,地下城(炼狱)_精品_强化_38,11538,1143,5244,8390,0,1620,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5762,地下城(炼狱)_精品_制作_38,11538,1718,5244,8390,0,2430,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,地下城(炼狱)_精品_斯皮_39,11539,578,5616,8985,0,800,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,地下城(炼狱)_精品_强化_39,11539,1159,5616,8985,0,1600,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,地下城(炼狱)_精品_制作_39,11539,1742,5616,8985,0,2400,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,地下城(炼狱)_精品_斯皮_40,11540,585,6000,9600,0,787,40608,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,地下城(炼狱)_精品_强化_40,11540,1174,6000,9600,0,1575,40003,1,1000,40103,1,7500,40203,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5768,地下城(炼狱)_精品_制作_40,11540,1765,6000,9600,0,2362,42003,1,4000,42203,1,9000,42603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5769,地下城(炼狱)_精品_斯皮_41,11541,567,6396,10233,0,752,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,地下城(炼狱)_精品_强化_41,11541,1137,6396,10233,0,1505,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,地下城(炼狱)_精品_制作_41,11541,1711,6396,10233,0,2257,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,地下城(炼狱)_精品_斯皮_42,11542,575,6804,10886,0,742,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,地下城(炼狱)_精品_强化_42,11542,1153,6804,10886,0,1485,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,地下城(炼狱)_精品_制作_42,11542,1734,6804,10886,0,2227,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,地下城(炼狱)_精品_斯皮_43,11543,582,7224,11558,0,732,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5776,地下城(炼狱)_精品_强化_43,11543,1168,7224,11558,0,1465,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,地下城(炼狱)_精品_制作_43,11543,1757,7224,11558,0,2197,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,地下城(炼狱)_精品_斯皮_44,11544,590,7656,12249,0,722,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,地下城(炼狱)_精品_强化_44,11544,1184,7656,12249,0,1445,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,地下城(炼狱)_精品_制作_44,11544,1780,7656,12249,0,2167,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,地下城(炼狱)_精品_斯皮_45,11545,598,8100,12960,0,710,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,地下城(炼狱)_精品_强化_45,11545,1199,8100,12960,0,1420,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,地下城(炼狱)_精品_制作_45,11545,1804,8100,12960,0,2130,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,地下城(炼狱)_精品_斯皮_46,11546,606,8556,13689,0,680,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,地下城(炼狱)_精品_强化_46,11546,1215,8556,13689,0,1360,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,地下城(炼狱)_精品_制作_46,11546,1827,8556,13689,0,2040,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,地下城(炼狱)_精品_斯皮_47,11547,613,9024,14438,0,667,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,地下城(炼狱)_精品_强化_47,11547,1230,9024,14438,0,1335,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,地下城(炼狱)_精品_制作_47,11547,1850,9024,14438,0,2002,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,地下城(炼狱)_精品_斯皮_48,11548,621,9504,15206,0,657,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,地下城(炼狱)_精品_强化_48,11548,1246,9504,15206,0,1315,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,地下城(炼狱)_精品_制作_48,11548,1873,9504,15206,0,1972,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,地下城(炼狱)_精品_斯皮_49,11549,629,9996,15993,0,647,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,地下城(炼狱)_精品_强化_49,11549,1261,9996,15993,0,1295,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,地下城(炼狱)_精品_制作_49,11549,1897,9996,15993,0,1942,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,地下城(炼狱)_精品_斯皮_50,11550,637,10500,16800,0,637,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,地下城(炼狱)_精品_强化_50,11550,1277,10500,16800,0,1275,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,地下城(炼狱)_精品_制作_50,11550,1920,10500,16800,0,1912,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,地下城(炼狱)_精品_斯皮_51,11551,620,11016,17625,0,607,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,地下城(炼狱)_精品_强化_51,11551,1241,11016,17625,0,1215,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,地下城(炼狱)_精品_制作_51,11551,1866,11016,17625,0,1822,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,地下城(炼狱)_精品_斯皮_52,11552,627,11544,18470,0,597,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,地下城(炼狱)_精品_强化_52,11552,1257,11544,18470,0,1195,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,地下城(炼狱)_精品_制作_52,11552,1889,11544,18470,0,1792,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,地下城(炼狱)_精品_斯皮_53,11553,635,12084,19334,0,587,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,地下城(炼狱)_精品_强化_53,11553,1272,12084,19334,0,1175,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,地下城(炼狱)_精品_制作_53,11553,1912,12084,19334,0,1762,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,地下城(炼狱)_精品_斯皮_54,11554,643,12636,20217,0,577,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,地下城(炼狱)_精品_强化_54,11554,1288,12636,20217,0,1155,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,地下城(炼狱)_精品_制作_54,11554,1935,12636,20217,0,1732,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,地下城(炼狱)_精品_斯皮_55,11555,651,13200,21120,0,567,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,地下城(炼狱)_精品_强化_55,11555,1303,13200,21120,0,1135,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,地下城(炼狱)_精品_制作_55,11555,1959,13200,21120,0,1702,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,地下城(炼狱)_精品_斯皮_56,11556,658,13776,22041,0,540,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,地下城(炼狱)_精品_强化_56,11556,1319,13776,22041,0,1080,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,地下城(炼狱)_精品_制作_56,11556,1982,13776,22041,0,1620,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,地下城(炼狱)_精品_斯皮_57,11557,666,14364,22982,0,530,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,地下城(炼狱)_精品_强化_57,11557,1334,14364,22982,0,1060,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,地下城(炼狱)_精品_制作_57,11557,2005,14364,22982,0,1590,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,地下城(炼狱)_精品_斯皮_58,11558,674,14964,23942,0,520,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,地下城(炼狱)_精品_强化_58,11558,1350,14964,23942,0,1040,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,地下城(炼狱)_精品_制作_58,11558,2028,14964,23942,0,1560,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,地下城(炼狱)_精品_斯皮_59,11559,682,15576,24921,0,510,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,地下城(炼狱)_精品_强化_59,11559,1365,15576,24921,0,1020,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5825,地下城(炼狱)_精品_制作_59,11559,2052,15576,24921,0,1530,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826,地下城(炼狱)_精品_斯皮_60,11560,689,16200,25920,0,500,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827,地下城(炼狱)_精品_强化_60,11560,1381,16200,25920,0,1000,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,地下城(炼狱)_精品_制作_60,11560,2075,16200,25920,0,1500,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,地下城(普通)_命名_斯皮_1,12001,714,6,13,0,363,40605,5,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,地下城(普通)_命名_强化_1,12001,1429,6,13,0,363,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,地下城(普通)_命名_制作_1,12001,2143,6,13,0,363,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,地下城(普通)_命名_材料_1,12001,2858,6,13,0,363,43000,2,5000,42205,1,7500,43005,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,地下城(普通)_命名_精灵_1,12001,3572,6,13,0,363,51100,1,1000,51150,1,2500,51000,1,4500,51050,1,7000,51250,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,地下城(普通)_命名_精灵_1,12001,4287,6,13,0,363,52200,1,1000,52000,1,2500,52050,1,4500,52100,1,7000,52150,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,地下城(普通)_命名_精灵_1,12001,5000,6,13,0,363,53150,1,1000,53200,1,2000,53250,1,3000,53300,1,4000,53350,1,5000,53050,1,7000,53100,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
5836,地下城(普通)_命名_斯皮_2,12002,714,17,37,0,360,40605,5,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,地下城(普通)_命名_强化_2,12002,1429,17,37,0,360,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,地下城(普通)_命名_制作_2,12002,2143,17,37,0,360,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,地下城(普通)_命名_材料_2,12002,2858,17,37,0,360,43000,2,5000,42205,1,7500,43005,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,地下城(普通)_命名_精灵_2,12002,3572,17,37,0,360,51100,1,1000,51150,1,2500,51000,1,4500,51050,1,7000,51250,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,地下城(普通)_命名_精灵_2,12002,4287,17,37,0,360,52200,1,1000,52000,1,2500,52050,1,4500,52100,1,7000,52150,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,地下城(普通)_命名_精灵_2,12002,5000,17,37,0,360,53150,1,1000,53200,1,2000,53250,1,3000,53300,1,4000,53350,1,5000,53050,1,7000,53100,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
5843,地下城(普通)_命名_斯皮_3,12003,714,34,73,0,356,40605,5,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,地下城(普通)_命名_强化_3,12003,1429,34,73,0,356,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5845,地下城(普通)_命名_制作_3,12003,2143,34,73,0,356,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,地下城(普通)_命名_材料_3,12003,2858,34,73,0,356,43000,2,5000,42205,1,7500,43005,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,地下城(普通)_命名_精灵_3,12003,3572,34,73,0,356,51100,1,1000,51150,1,2500,51000,1,4500,51050,1,7000,51250,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,地下城(普通)_命名_精灵_3,12003,4287,34,73,0,356,52200,1,1000,52000,1,2500,52050,1,4500,52100,1,7000,52150,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,地下城(普通)_命名_精灵_3,12003,5000,34,73,0,356,53150,1,1000,53200,1,2000,53250,1,3000,53300,1,4000,53350,1,5000,53050,1,7000,53100,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
5850,地下城(普通)_命名_斯皮_4,12004,714,56,118,0,353,40605,5,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,地下城(普通)_命名_强化_4,12004,1429,56,118,0,353,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,地下城(普通)_命名_制作_4,12004,2143,56,118,0,353,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,地下城(普通)_命名_材料_4,12004,2858,56,118,0,353,43000,2,5000,42205,1,7500,43005,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,地下城(普通)_命名_精灵_4,12004,3572,56,118,0,353,51100,1,1000,51150,1,2500,51000,1,4500,51050,1,7000,51250,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,地下城(普通)_命名_精灵_4,12004,4287,56,118,0,353,52200,1,1000,52000,1,2500,52050,1,4500,52100,1,7000,52150,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,地下城(普通)_命名_精灵_4,12004,5000,56,118,0,353,53150,1,1000,53200,1,2000,53250,1,3000,53300,1,4000,53350,1,5000,53050,1,7000,53100,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
5857,地下城(普通)_命名_斯皮_5,12005,714,83,178,0,350,40605,5,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,地下城(普通)_命名_强化_5,12005,1429,83,178,0,350,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,地下城(普通)_命名_制作_5,12005,2143,83,178,0,350,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,地下城(普通)_命名_材料_5,12005,2858,83,178,0,350,43000,2,5000,42205,1,7500,43005,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,地下城(普通)_命名_精灵_5,12005,3572,83,178,0,350,51100,1,1000,51150,1,2500,51000,1,4500,51050,1,7000,51250,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,地下城(普通)_命名_精灵_5,12005,4287,83,178,0,350,52200,1,1000,52000,1,2500,52050,1,4500,52100,1,7000,52150,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,地下城(普通)_命名_精灵_5,12005,5000,83,178,0,350,53150,1,1000,53200,1,2000,53250,1,3000,53300,1,4000,53350,1,5000,53050,1,7000,53100,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
5864,地下城(普通)_命名_斯皮_6,12006,714,116,246,0,336,40605,5,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,地下城(普通)_命名_强化_6,12006,1429,116,246,0,336,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,地下城(普通)_命名_制作_6,12006,2143,116,246,0,336,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,地下城(普通)_命名_材料_6,12006,2858,116,246,0,336,43000,2,5000,42205,1,7500,43005,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
