TID,SkillGroup,SkillLevel,Comment,EngName,LocalName,LearnType,Type,Kind,Property,BuffPosition,BuffDelete,InputType,Target,MaxArea_01,MaxArea_02,VolumeArea,MinRange,MaxRange,AutoLearnSkillTID,ComboSkillGroup,ReqHP,ReqMP,NumericalClass,KindValue,SuccessRate,AddDamage,AgroValue, AffectType, AffectDuration, AffectCount,CoolTime,GlobalCoolTime,NextSkillTID,AddtionSkillTID,AddtionRate,ReqItemTID,ReqItemTIDCount,CastMoveAbility,CastingAniID,UpCastingAniID,CastingTime,CastingFailRate,CastingDelayTime,CastingDelayRate,Race,LimitWeapon,LimitMainWeapon,LimitWeaponLevel,OpenPoint,LimitCharLevel,LearnSkillPoint,PreConditionTID_01,PreConditionTID_02,SkillArea,NowGrade,MaxGrade,AniID,AniTime,UpAniID,UpAniTime,EnableMoving,EffectiveRange,AutoAttack,ActionEffectname,CameraID,SkillIconID,EngDesc,LocalDesc,AlarmMsg
121951,12195,1,死亡社员非常困难-Lv.35 失眠魔法师(7078),SKT_Name_006045,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1667,0,0,0,3,0,7072_030,0,10000,SKT_Desc_006045,,
121952,12195,2,死亡社员非常困难-Lv.35 失眠魔法师(7078),SKT_Name_006046,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1667,0,0,0,3,0,7072_031,0,10000,SKT_Desc_006046,,
121953,12195,3,死亡社员非常困难-Lv.35 失眠魔法师(7078),SKT_Name_006047,死亡火焰球,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1667,0,0,121954,100,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1667,0,0,0,3,0,7072_034,0,10000,SKT_Desc_006047,<TC '240:163:63' Text'恐怖持续4秒'/>,
121954,12159,4,死亡社员非常困难-Lv.35 失眠魔法师(7078),SKT_Name_006048,死亡火焰球,1,3,2,0,1,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,1,4000,0,1667,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1667,0,0,0,3,0,7072_034,0,10000,SKT_Desc_006048,<TC '240:163:63' Text'恐怖持续4秒'/>,
121961,12196,1,死亡社员非常困难-Lv.35 暗黑精灵(5004),SKT_Name_006049,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1333,0,0,0,3,0,5003_030,0,10000,SKT_Desc_006049,,
121962,12196,2,死亡社员非常困难-Lv.35 暗黑精灵(5004),SKT_Name_006050,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1333,0,0,0,3,0,5003_031,0,10000,SKT_Desc_006050,,
121963,12196,3,死亡社员非常困难-Lv.35 暗黑精灵(5004),SKT_Name_006051,刀锋旋风,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,1500,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,5003_034,0,10000,SKT_Desc_006051,说明:攻击自己周边全部敌人,
121971,12197,1,死亡社员非常困难-Lv.35安息精灵(5005),SKT_Name_006052,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1333,0,0,0,3,0,5003_030,0,10000,SKT_Desc_006052,,
121972,12197,2,死亡社员非常困难-Lv.35安息精灵(5005),SKT_Name_006053,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1333,0,0,0,3,0,5003_031,0,10000,SKT_Desc_006053,,
121973,12197,3,死亡社员非常困难-Lv.35安息精灵(5005),SKT_Name_006054,钝化粉,1,3,0,9,1,1,2,4,0,0,0,0,3,0,0,0,0,0,16,100,0,10,1,5000,0,1667,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1667,0,0,0,3,0,5003_052,0,20510,SKT_Desc_006054,<TC '240:163:63' Text'移动速度减少16%持续5秒'/>,
121981,12198,1,死亡社员非常困难-Lv.35 沉默魔手(7019),SKT_Name_006055,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1567,0,0,0,3,0,7018_030,0,10000,SKT_Desc_006055,,
121982,12198,2,死亡社员非常困难-Lv.35 沉默魔手(7019),SKT_Name_006056,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1533,0,0,0,3,0,7018_031,0,10000,SKT_Desc_006056,,
121983,12198,3,死亡社员非常困难-Lv.35 沉默魔手(7019),SKT_Name_006057,喷射毒,1,1,0,2,0,1,2,4,0,0,1,0,10,0,0,0,0,1,440,100,0,10,0,0,0,1500,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,7018_034,0,10000,SKT_Desc_006057,说明:大伤害,
121991,12199,1,死亡社员非常困难-Lv.35 巴勒西亚下手(1009),SKT_Name_006058,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1333,0,0,0,3,0,1009_030,0,10000,SKT_Desc_006058,,
121992,12199,2,死亡社员非常困难-Lv.35 巴勒西亚下手(1009),SKT_Name_006059,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1333,0,0,0,3,0,1009_031,0,10000,SKT_Desc_006059,,
121993,12199,3,死亡社员非常困难-Lv.35 巴勒西亚下手(1009),SKT_Name_006060,愤怒暴走,1,1,0,2,0,1,1,4,5,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,867,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,867,0,0,0,3,0,1009_034,0,10000,SKT_Desc_006060,说明:攻击自己周边全部敌人,
122001,12200,1,死亡社员非常困难-Lv.35 巴勒西亚守卫犬(5028),SKT_Name_006061,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1400,0,0,0,3,0,5027_030,0,10000,SKT_Desc_006061,,
122002,12200,2,死亡社员非常困难-Lv.35 巴勒西亚守卫犬(5028),SKT_Name_006062,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1533,0,0,0,3,0,5027_031,0,10000,SKT_Desc_006062,,
122003,12200,3,死亡社员非常困难-Lv.35 巴勒西亚守卫犬(5028),SKT_Name_006063,火焰咆哮,1,1,0,2,0,1,1,4,7,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,1533,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1533,0,0,0,3,0,5027_034,0,10000,SKT_Desc_006063,说明:攻击自己周边全部敌人,
122011,12201,1,死亡社员非常困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_006064,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,2333,0,0,0,3,0,7015_030,0,10000,SKT_Desc_006064,,
122012,12201,2,死亡社员非常困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_006065,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,2400,0,0,0,3,0,7015_031,0,10000,SKT_Desc_006065,,
122013,12201,3,死亡社员非常困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_006066,打碎空间,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,452,100,0,10,0,0,0,2333,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2333,0,0,0,3,0,7015_034,0,10000,SKT_Desc_006066,说明:攻击自己周边全部敌人,
122014,12201,4,死亡社员非常困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_006067,空间斩,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,452,100,0,10,0,0,0,2333,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2333,0,0,0,3,0,7015_034,0,10000,SKT_Desc_006067,<TC '240:163:63' Text'气竭持续4秒'/>,
122015,12201,5,死亡社员非常困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_006068,空间斩,1,3,1,0,1,1,1,4,10,0,5,0,3,0,0,0,0,1,0,100,0,10,1,4000,0,2333,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2333,0,0,0,3,0,7015_034,0,20515,SKT_Desc_006068,<TC '240:163:63' Text'气竭持续4秒'/>,
122016,12201,6,死亡社员非常困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_006069,不快气息,1,3,0,8,1,1,2,4,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,3000,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,3000,0,0,0,3,0,7015_052,0,20509,SKT_Desc_006069,<TC '240:163:63' Text'攻击速度减少16%持续10秒'/>,
122017,12201,7,死亡社员非常困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_006070,腐蚀气体,1,3,0,2,1,1,2,4,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,3000,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,3000,0,0,0,3,0,7015_052,0,20503,SKT_Desc_006070,<TC '240:163:63' Text'物理防御减少16%持续10秒'/>,
122018,12201,8,死亡社员非常困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_006071,龟裂之力,1,2,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,20000,0,3000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,3000,0,0,0,3,0,7015_068,0,20001,SKT_Desc_006071,<TC '240:163:63' Text'物理攻击减少16%持续20秒'/>,
122021,12202,1,死亡社员非常困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006072,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1267,0,0,0,3,0,108_030,0,10000,SKT_Desc_006072,,
122022,12202,2,死亡社员非常困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006073,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1200,0,0,0,3,0,108_031,0,10000,SKT_Desc_006073,,
122023,12202,3,死亡社员非常困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006074,灵魂燃烧,1,1,0,2,0,1,1,4,10,0,5,0,7,0,0,0,0,1,452,100,0,10,0,0,0,1267,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1267,0,0,0,3,0,108_034,0,10000,SKT_Desc_006074,说明:攻击自己周边全部敌人,
122024,12202,4,死亡社员非常困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006075,灵魂爆发,1,1,0,2,0,1,2,4,0,0,1,0,7,0,0,0,0,1,452,100,0,10,0,0,0,1267,0,0,122025,100,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1267,0,0,0,3,0,108_034,0,10000,SKT_Desc_006075,<TC '240:163:63' Text'每2秒271的伤害持续10秒'/>,
122025,12202,5,死亡社员非常困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006076,灵魂爆发,1,3,0,12,1,1,2,4,0,0,1,0,7,0,0,0,0,1,271,100,0,10,2,2000,5,1267,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1267,0,0,0,3,0,108_034,0,20513,SKT_Desc_006076,<TC '240:163:63' Text'每2秒271的伤害持续10秒'/>,
122026,12202,6,死亡社员非常困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006077,肉体诅咒,1,3,0,2,1,1,2,4,0,0,1,0,7,0,0,0,0,0,16,100,0,10,1,10000,0,1933,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1933,0,0,0,3,0,108_052,0,20503,SKT_Desc_006077,<TC '240:163:63' Text'物理防御减少16%持续10秒'/>,
122027,12202,7,死亡社员非常困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006078,精神制压,1,3,0,5,1,1,1,4,10,0,5,0,7,0,0,0,0,0,16,100,0,10,1,10000,0,1933,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1933,0,0,0,3,0,108_052,0,20506,SKT_Desc_006078,<TC '240:163:63' Text'回避减少16%持续10秒'/>,
122028,12202,8,死亡社员非常困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006079,灵魂治愈,1,2,0,12,0,1,1,1,0,0,1,0,7,0,0,0,0,0,10,100,0,10,2,0,1,1933,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,1933,0,0,0,3,0,108_068,0,20013,SKT_Desc_006079,说明:恢复,
122031,12203,1,死亡社员非常困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006080,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1333,0,0,0,3,0,5003_030,0,10000,SKT_Desc_006080,,
122032,12203,2,死亡社员非常困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006081,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1333,0,0,0,3,0,5003_031,0,10000,SKT_Desc_006081,,
122033,12203,3,死亡社员非常困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006082,安息舞姿,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,452,100,0,10,0,0,0,1500,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,5003_034,0,10000,SKT_Desc_006082,说明:攻击自己周边全部敌人,
122034,12203,4,死亡社员非常困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006083,镇魂剑舞,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,452,100,0,10,0,0,0,1500,0,0,122035,100,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,5003_034,0,10000,SKT_Desc_006083,<TC '240:163:63' Text'物理防御减少16%持续10秒'/>,
122035,12203,5,死亡社员非常困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006084,镇魂剑舞,1,3,0,2,1,1,1,4,10,0,5,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,1500,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,5003_034,0,20503,SKT_Desc_006084,<TC '240:163:63' Text'物理防御减少16%持续10秒'/>,
122036,12203,6,死亡社员非常困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006085,钝化气体,1,3,0,9,1,1,2,4,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,1667,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1667,0,0,0,3,0,5003_052,0,20510,SKT_Desc_006085,<TC '240:163:63' Text'移动速度减少16%持续10秒'/>,
122037,12203,7,死亡社员非常困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006086,麻痹气体,1,3,1,0,1,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,1,5000,0,1667,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1667,0,0,0,3,0,5003_052,0,20515,SKT_Desc_006086,<TC '240:163:63' Text气竭持续5秒'/>,
122038,12203,8,死亡社员非常困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006087,神速之舞,1,2,0,5,0,1,1,1,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,2400,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,2400,0,0,0,3,0,5003_068,0,20006,SKT_Desc_006087,<TC '240:163:63' Text'回避增加16%持续10秒'/>,
122041,12204,1,死亡社员非常困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006088,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1567,0,0,0,3,0,7018_030,0,10000,SKT_Desc_006088,,
122042,12204,2,死亡社员非常困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006089,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1533,0,0,0,3,0,7018_031,0,10000,SKT_Desc_006089,,
122043,12204,3,死亡社员非常困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006090,深沉气息,1,1,0,2,0,1,2,4,0,0,1,0,7,0,0,0,0,1,452,100,0,10,0,0,0,1500,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,7018_034,0,10000,SKT_Desc_006090,说明:大伤害,
122044,12204,4,死亡社员非常困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006091,沉重气息,1,1,0,2,0,1,1,4,5,0,5,0,7,0,0,0,0,1,452,100,0,10,0,0,0,1500,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,7018_034,0,10000,SKT_Desc_006091,说明:攻击对方周边全部敌人,
122045,12204,5,死亡社员非常困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006092,沉睡吼叫,1,3,3,0,1,1,1,4,5,0,5,0,3,0,0,0,0,1,0,100,0,10,1,5000,0,2000,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,2000,0,0,0,3,0,7015_052,0,10000,SKT_Desc_006092,<TC '240:163:63' Text'睡眠持续5秒'/>,
122046,12204,6,死亡社员非常困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006093,恐怖之吼,1,3,2,0,1,1,1,4,5,0,5,0,3,0,0,0,0,1,0,100,0,10,1,5000,0,2000,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,2000,0,0,0,3,0,7015_052,0,10000,SKT_Desc_006093,<TC '240:163:63' Text'恐怖持续5秒'/>,
122047,12204,7,死亡社员非常困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006094,故乡呐喊,1,2,0,0,0,1,1,4,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,2000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,2000,0,0,0,3,0,7015_068,0,20001,SKT_Desc_006094,<TC '240:163:63' Text'物理攻击增加16%持续10秒'/>,
122051,12205,1,死亡社员非常困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006095,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,10,0,0,0,0,1,0,100,0,10,0,0,0,3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,3467,0,0,0,3,0,1049_030,0,10000,SKT_Desc_006095,,
122052,12205,2,死亡社员非常困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006096,基本攻击2号 ,1,1,0,2,0,1,2,4,0,0,1,0,10,0,0,0,0,1,0,100,0,10,0,0,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,3233,0,0,0,3,0,1049_031,0,10000,SKT_Desc_006096,,
122053,12205,3,死亡社员非常困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006097,贪食火花,1,1,0,2,0,1,3,4,10,0,5,0,10,0,0,0,0,1,464,100,0,10,0,0,0,4700,0,0,0,0,0,0,2,34,0,5000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,4700,0,0,0,3,0,1049_034,0,10000,SKT_Desc_006097,说明:大伤害,ARMMSG_1049_01
122054,12205,4,死亡社员非常困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006098,火光碎裂,1,1,0,2,0,1,3,4,10,0,5,0,10,0,0,0,0,1,464,100,0,10,0,0,0,4700,0,0,122055,100,0,0,2,34,0,5000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,4700,0,0,0,3,0,1049_034,0,10000,SKT_Desc_006098,<TC '240:163:63' Text'气竭5秒'/>,ARMMSG_1049_02
122055,12205,5,死亡社员非常困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006099,火光碎裂,1,3,1,0,1,1,3,4,10,0,5,0,10,0,0,0,0,1,0,100,0,10,1,5000,0,4700,0,0,0,0,0,0,2,34,0,5000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,4700,0,0,0,3,0,1049_034,0,20515,SKT_Desc_006099,<TC '240:163:63' Text'气竭5秒'/>,
122056,12205,6,死亡社员非常困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006100,贪食火光,1,3,0,12,0,1,3,4,10,0,5,0,10,0,0,0,0,1,278,100,0,10,2,2000,5,3667,0,0,0,0,0,0,2,34,0,5000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,3667,0,0,0,3,0,1049_052,0,20513,SKT_Desc_006100,<TC '240:163:63' Text'每2秒278的伤害持续10秒'/>,ARMMSG_1049_03
122057,12205,7,死亡社员非常困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006101,饥饿,1,2,0,8,0,1,1,1,0,0,1,0,10,0,0,0,0,0,16,100,0,10,1,20000,0,3333,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,3333,0,0,0,3,0,1049_068,0,20009,SKT_Desc_006101,<TC '240:163:63' Text'攻击速度增加16%持续20秒'/>,ARMMSG_1049_04
122061,12206,1,死亡社员极恶-Lv.35 龟裂魔手 (7015),SKT_Name_006102,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,2333,0,0,0,3,0,7015_030,0,10000,SKT_Desc_006102,,
122062,12206,2,死亡社员极恶-Lv.35 龟裂魔手 (7015),SKT_Name_006103,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,2400,0,0,0,3,0,7015_031,0,10000,SKT_Desc_006103,,
122063,12206,3,死亡社员极恶-Lv.35 龟裂魔手 (7015),SKT_Name_006104,破碎火焰,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,2333,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2333,0,0,0,3,0,7015_034,0,10000,SKT_Desc_006104,说明:攻击自己周边全部敌人,
122071,12207,1,死亡社员极恶-Lv.35 龟裂破坏者 (7016),SKT_Name_006105,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,2333,0,0,0,3,0,7015_030,0,10000,SKT_Desc_006105,,
122072,12207,2,死亡社员极恶-Lv.35 龟裂破坏者 (7016),SKT_Name_006106,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,2400,0,0,0,3,0,7015_031,0,10000,SKT_Desc_006106,,
122073,12207,3,死亡社员极恶-Lv.35 龟裂破坏者 (7016),SKT_Name_006107,不安气息,1,3,0,2,1,1,2,4,0,0,1,0,10,0,0,0,0,0,16,100,0,10,1,20000,0,3000,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,3000,0,0,0,3,0,7015_052,0,20503,SKT_Desc_006107,<TC '240:163:63' Text'物理防御减少16%持续20秒'/>,
