TID,Comment,Group,GroupRate,BoxItem01,BoxItemStack01,DropRate01,BoxItem02,BoxItemStack02,DropRate02,BoxItem03,BoxItemStack03,DropRate03,BoxItem04,BoxItemStack04,DropRate04,BoxItem05,BoxItemStack05,DropRate05,BoxItem06,BoxItemStack06,DropRate06,BoxItem07,BoxItemStack07,DropRate07,BoxItem08,BoxItemStack08,DropRate08,BoxItem09,BoxItemStack09,DropRate09,BoxItem10,BoxItemStack10,DropRate10
12164,"高级 麻布裤子 50,52级 一般",12164,333,2141301,1,2500,2141302,1,5000,2141401,1,7500,2141402,1,10000,,,,,,,,,,,,,,,,,,
12165,"高级 轻甲裤子 50,52级 一般",12164,666,2144301,1,2500,2144302,1,5000,2144401,1,7500,2144402,1,10000,,,,,,,,,,,,,,,,,,
12166,"高级 重甲裤子 50,52级 一般",12164,1000,2147301,1,2500,2147302,1,5000,2147401,1,7500,2147402,1,10000,,,,,,,,,,,,,,,,,,
12167,"高级 麻布裤子 50,52级 高级",12164,3333,2141311,1,2500,2141312,1,5000,2141411,1,7500,2141412,1,10000,,,,,,,,,,,,,,,,,,
12168,"高级 轻甲裤子 50,52级 高级",12164,5666,2144311,1,2500,2144312,1,5000,2144411,1,7500,2144412,1,10000,,,,,,,,,,,,,,,,,,
12169,"高级 重甲裤子 50,52级 高级",12164,8000,2147311,1,2500,2147312,1,5000,2147411,1,7500,2147412,1,10000,,,,,,,,,,,,,,,,,,
12170,"高级 麻布裤子 50,52级 稀有",12164,8500,2141321,1,2500,2141322,1,5000,2141421,1,7500,2141422,1,10000,,,,,,,,,,,,,,,,,,
12171,"高级 轻甲裤子 50,52级 稀有",12164,9000,2144321,1,2500,2144322,1,5000,2144421,1,7500,2144422,1,10000,,,,,,,,,,,,,,,,,,
12172,"高级 重甲裤子 50,52级 稀有",12164,9500,2147321,1,2500,2147322,1,5000,2147421,1,7500,2147422,1,10000,,,,,,,,,,,,,,,,,,
12173,"高级 麻布裤子 50,52级 特别",12164,9666,2141331,1,2500,2141332,1,5000,2141431,1,7500,2141432,1,10000,,,,,,,,,,,,,,,,,,
12174,"高级 轻甲裤子 50,52级 特别",12164,9833,2144331,1,2500,2144332,1,5000,2144431,1,7500,2144432,1,10000,,,,,,,,,,,,,,,,,,
12175,"高级 重甲裤子 50,52级 特别",12164,10000,2147331,1,2500,2147332,1,5000,2147431,1,7500,2147432,1,10000,,,,,,,,,,,,,,,,,,
12176,"高级 麻布鞋 50,52级 一般",12176,333,2151301,1,2500,2151302,1,5000,2151401,1,7500,2151402,1,10000,,,,,,,,,,,,,,,,,,
12177,"高级 轻甲鞋 50,52级 一般",12176,666,2154301,1,2500,2154302,1,5000,2154401,1,7500,2154402,1,10000,,,,,,,,,,,,,,,,,,
12178,"高级 重甲鞋 50,52级 一般",12176,1000,2157301,1,2500,2157302,1,5000,2157401,1,7500,2157402,1,10000,,,,,,,,,,,,,,,,,,
12179,"高级 麻布鞋 50,52级 高级",12176,3333,2151311,1,2500,2151312,1,5000,2151411,1,7500,2151412,1,10000,,,,,,,,,,,,,,,,,,
12180,"高级 轻甲鞋 50,52级 高级",12176,5666,2154311,1,2500,2154312,1,5000,2154411,1,7500,2154412,1,10000,,,,,,,,,,,,,,,,,,
12181,"高级 重甲鞋 50,52级 高级",12176,8000,2157311,1,2500,2157312,1,5000,2157411,1,7500,2157412,1,10000,,,,,,,,,,,,,,,,,,
12182,"高级 麻布鞋 50,52级 稀有",12176,8500,2151321,1,2500,2151322,1,5000,2151421,1,7500,2151422,1,10000,,,,,,,,,,,,,,,,,,
12183,"高级 轻甲鞋 50,52级 稀有",12176,9000,2154321,1,2500,2154322,1,5000,2154421,1,7500,2154422,1,10000,,,,,,,,,,,,,,,,,,
12184,"高级 重甲鞋 50,52级 稀有",12176,9500,2157321,1,2500,2157322,1,5000,2157421,1,7500,2157422,1,10000,,,,,,,,,,,,,,,,,,
12185,"高级 麻布鞋 50,52级 特别",12176,9666,2151331,1,2500,2151332,1,5000,2151431,1,7500,2151432,1,10000,,,,,,,,,,,,,,,,,,
12186,"高级 轻甲鞋 50,52级 特别",12176,9833,2154331,1,2500,2154332,1,5000,2154431,1,7500,2154432,1,10000,,,,,,,,,,,,,,,,,,
12187,"高级 重甲鞋 50,52级 特别",12176,10000,2157331,1,2500,2157332,1,5000,2157431,1,7500,2157432,1,10000,,,,,,,,,,,,,,,,,,
12188,"高级 重甲斗篷 50,52级 一般",12188,1000,2161301,1,2500,2161302,1,5000,2161401,1,7500,2161402,1,10000,,,,,,,,,,,,,,,,,,
12189,"高级 重甲斗篷 50,52级 高级",12188,8000,2161311,1,2500,2161312,1,5000,2161411,1,7500,2161412,1,10000,,,,,,,,,,,,,,,,,,
12190,"高级 重甲斗篷 50,52级 稀有",12188,9500,2161321,1,2500,2161322,1,5000,2161421,1,7500,2161422,1,10000,,,,,,,,,,,,,,,,,,
12191,"高级 重甲斗篷 50,52级 特别",12188,10000,2161331,1,2500,2161332,1,5000,2161431,1,7500,2161432,1,10000,,,,,,,,,,,,,,,,,,
13000,"破坏 麻布头盔 40,42级 一般",13000,333,2410901,1,2500,2410902,1,5000,2411001,1,7500,2411002,1,10000,,,,,,,,,,,,,,,,,,
13001,"破坏 轻甲头盔 40,42级 一般",13000,666,2413901,1,2500,2413902,1,5000,2414001,1,7500,2414002,1,10000,,,,,,,,,,,,,,,,,,
13002,"破坏 重甲头盔 40,42级 一般",13000,1000,2416901,1,2500,2416902,1,5000,2417001,1,7500,2417002,1,10000,,,,,,,,,,,,,,,,,,
13003,"破坏 麻布头盔 40,42级 高级",13000,3333,2410911,1,2500,2410912,1,5000,2411011,1,7500,2411012,1,10000,,,,,,,,,,,,,,,,,,
13004,"破坏 轻甲头盔 40,42级 高级",13000,5666,2413911,1,2500,2413912,1,5000,2414011,1,7500,2414012,1,10000,,,,,,,,,,,,,,,,,,
13005,"破坏 重甲头盔 40,42级 高级",13000,8000,2416911,1,2500,2416912,1,5000,2417011,1,7500,2417012,1,10000,,,,,,,,,,,,,,,,,,
13006,"破坏 麻布头盔 40,42级 稀有",13000,8500,2410921,1,2500,2410922,1,5000,2411021,1,7500,2411022,1,10000,,,,,,,,,,,,,,,,,,
13007,"破坏 轻甲头盔 40,42级 稀有",13000,9000,2413921,1,2500,2413922,1,5000,2414021,1,7500,2414022,1,10000,,,,,,,,,,,,,,,,,,
13008,"破坏 重甲头盔 40,42级 稀有",13000,9500,2416921,1,2500,2416922,1,5000,2417021,1,7500,2417022,1,10000,,,,,,,,,,,,,,,,,,
13009,"破坏 麻布头盔 40,42级 特别",13000,9666,2410931,1,2500,2410932,1,5000,2411031,1,7500,2411032,1,10000,,,,,,,,,,,,,,,,,,
13010,"破坏 轻甲头盔 40,42级 特别",13000,9833,2413931,1,2500,2413932,1,5000,2414031,1,7500,2414032,1,10000,,,,,,,,,,,,,,,,,,
13011,"破坏 重甲头盔 40,42级 特别",13000,10000,2416931,1,2500,2416932,1,5000,2417031,1,7500,2417032,1,10000,,,,,,,,,,,,,,,,,,
13012,"破坏 麻布铠甲40,42级 一般",13012,333,2420901,1,2500,2420902,1,5000,2421001,1,7500,2421002,1,10000,,,,,,,,,,,,,,,,,,
13013,"破坏 轻甲铠甲40,42级 一般",13012,666,2423901,1,2500,2423902,1,5000,2424001,1,7500,2424002,1,10000,,,,,,,,,,,,,,,,,,
13014,"破坏 重甲铠甲40,42级 一般",13012,1000,2426901,1,2500,2426902,1,5000,2427001,1,7500,2427002,1,10000,,,,,,,,,,,,,,,,,,
13015,"破坏 麻布铠甲40,42级 高级",13012,3333,2420911,1,2500,2420912,1,5000,2421011,1,7500,2421012,1,10000,,,,,,,,,,,,,,,,,,
13016,"破坏 轻甲铠甲40,42级 高级",13012,5666,2423911,1,2500,2423912,1,5000,2424011,1,7500,2424012,1,10000,,,,,,,,,,,,,,,,,,
13017,"破坏 重甲铠甲40,42级 高级",13012,8000,2426911,1,2500,2426912,1,5000,2427011,1,7500,2427012,1,10000,,,,,,,,,,,,,,,,,,
13018,"破坏 麻布铠甲40,42级 稀有",13012,8500,2420921,1,2500,2420922,1,5000,2421021,1,7500,2421022,1,10000,,,,,,,,,,,,,,,,,,
13019,"破坏 轻甲铠甲40,42级 稀有",13012,9000,2423921,1,2500,2423922,1,5000,2424021,1,7500,2424022,1,10000,,,,,,,,,,,,,,,,,,
13020,"破坏 重甲铠甲40,42级 稀有",13012,9500,2426921,1,2500,2426922,1,5000,2427021,1,7500,2427022,1,10000,,,,,,,,,,,,,,,,,,
13021,"破坏 麻布铠甲40,42级 特别",13012,9666,2420931,1,2500,2420932,1,5000,2421031,1,7500,2421032,1,10000,,,,,,,,,,,,,,,,,,
13022,"破坏 轻甲铠甲40,42级 特别",13012,9833,2423931,1,2500,2423932,1,5000,2424031,1,7500,2424032,1,10000,,,,,,,,,,,,,,,,,,
13023,"破坏 重甲铠甲40,42级 特别",13012,10000,2426931,1,2500,2426932,1,5000,2427031,1,7500,2427032,1,10000,,,,,,,,,,,,,,,,,,
13024,"破坏 麻布装甲 40,42级 一般",13024,333,2430901,1,2500,2430902,1,5000,2431001,1,7500,2431002,1,10000,,,,,,,,,,,,,,,,,,
13025,"破坏 轻甲装甲 40,42级 一般",13024,666,2433901,1,2500,2433902,1,5000,2434001,1,7500,2434002,1,10000,,,,,,,,,,,,,,,,,,
13026,"破坏 重甲装甲 40,42级 一般",13024,1000,2436901,1,2500,2436902,1,5000,2437001,1,7500,2437002,1,10000,,,,,,,,,,,,,,,,,,
13027,"破坏 麻布装甲 40,42级 高级",13024,3333,2430911,1,2500,2430912,1,5000,2431011,1,7500,2431012,1,10000,,,,,,,,,,,,,,,,,,
13028,"破坏 轻甲装甲 40,42级 高级",13024,5666,2433911,1,2500,2433912,1,5000,2434011,1,7500,2434012,1,10000,,,,,,,,,,,,,,,,,,
13029,"破坏 重甲装甲 40,42级 高级",13024,8000,2436911,1,2500,2436912,1,5000,2437011,1,7500,2437012,1,10000,,,,,,,,,,,,,,,,,,
13030,"破坏 麻布装甲 40,42级 稀有",13024,8500,2430921,1,2500,2430922,1,5000,2431021,1,7500,2431022,1,10000,,,,,,,,,,,,,,,,,,
13031,"破坏 轻甲装甲 40,42级 稀有",13024,9000,2433921,1,2500,2433922,1,5000,2434021,1,7500,2434022,1,10000,,,,,,,,,,,,,,,,,,
13032,"破坏 重甲装甲 40,42级 稀有",13024,9500,2436921,1,2500,2436922,1,5000,2437021,1,7500,2437022,1,10000,,,,,,,,,,,,,,,,,,
13033,"破坏 麻布装甲 40,42级 特别",13024,9666,2430931,1,2500,2430932,1,5000,2431031,1,7500,2431032,1,10000,,,,,,,,,,,,,,,,,,
13034,"破坏 轻甲装甲 40,42级 特别",13024,9833,2433931,1,2500,2433932,1,5000,2434031,1,7500,2434032,1,10000,,,,,,,,,,,,,,,,,,
13035,"破坏 重甲装甲 40,42级 特别",13024,10000,2436931,1,2500,2436932,1,5000,2437031,1,7500,2437032,1,10000,,,,,,,,,,,,,,,,,,
13036,"破坏 麻布裤子 40,42级 一般",13036,333,2440901,1,2500,2440902,1,5000,2441001,1,7500,2441002,1,10000,,,,,,,,,,,,,,,,,,
13037,"破坏 轻甲裤子 40,42级 一般",13036,666,2443901,1,2500,2443902,1,5000,2444001,1,7500,2444002,1,10000,,,,,,,,,,,,,,,,,,
13038,"破坏 重甲裤子 40,42级 一般",13036,1000,2446901,1,2500,2446902,1,5000,2447001,1,7500,2447002,1,10000,,,,,,,,,,,,,,,,,,
13039,"破坏 麻布裤子 40,42级 高级",13036,3333,2440911,1,2500,2440912,1,5000,2441011,1,7500,2441012,1,10000,,,,,,,,,,,,,,,,,,
13040,"破坏 轻甲裤子 40,42级 高级",13036,5666,2443911,1,2500,2443912,1,5000,2444011,1,7500,2444012,1,10000,,,,,,,,,,,,,,,,,,
13041,"破坏 重甲裤子 40,42级 高级",13036,8000,2446911,1,2500,2446912,1,5000,2447011,1,7500,2447012,1,10000,,,,,,,,,,,,,,,,,,
13042,"破坏 麻布裤子 40,42级 稀有",13036,8500,2440921,1,2500,2440922,1,5000,2441021,1,7500,2441022,1,10000,,,,,,,,,,,,,,,,,,
13043,"破坏 轻甲裤子 40,42级 稀有",13036,9000,2443921,1,2500,2443922,1,5000,2444021,1,7500,2444022,1,10000,,,,,,,,,,,,,,,,,,
13044,"破坏 重甲裤子 40,42级 稀有",13036,9500,2446921,1,2500,2446922,1,5000,2447021,1,7500,2447022,1,10000,,,,,,,,,,,,,,,,,,
13045,"破坏 麻布裤子 40,42级 特别",13036,9666,2440931,1,2500,2440932,1,5000,2441031,1,7500,2441032,1,10000,,,,,,,,,,,,,,,,,,
13046,"破坏 轻甲裤子 40,42级 特别",13036,9833,2443931,1,2500,2443932,1,5000,2444031,1,7500,2444032,1,10000,,,,,,,,,,,,,,,,,,
13047,"破坏 重甲裤子 40,42级 特别",13036,10000,2446931,1,2500,2446932,1,5000,2447031,1,7500,2447032,1,10000,,,,,,,,,,,,,,,,,,
13048,"破坏 麻布鞋 40,42级 一般",13048,333,2450901,1,2500,2450902,1,5000,2451001,1,7500,2451002,1,10000,,,,,,,,,,,,,,,,,,
13049,"破坏 轻甲鞋 40,42级 一般",13048,666,2453901,1,2500,2453902,1,5000,2454001,1,7500,2454002,1,10000,,,,,,,,,,,,,,,,,,
13050,"破坏 重甲鞋 40,42级 一般",13048,1000,2456901,1,2500,2456902,1,5000,2457001,1,7500,2457002,1,10000,,,,,,,,,,,,,,,,,,
13051,"破坏 麻布鞋 40,42级 高级",13048,3333,2450911,1,2500,2450912,1,5000,2451011,1,7500,2451012,1,10000,,,,,,,,,,,,,,,,,,
13052,"破坏 轻甲鞋 40,42级 高级",13048,5666,2453911,1,2500,2453912,1,5000,2454011,1,7500,2454012,1,10000,,,,,,,,,,,,,,,,,,
13053,"破坏 重甲鞋 40,42级 高级",13048,8000,2456911,1,2500,2456912,1,5000,2457011,1,7500,2457012,1,10000,,,,,,,,,,,,,,,,,,
13054,"破坏 麻布鞋 40,42级 稀有",13048,8500,2450921,1,2500,2450922,1,5000,2451021,1,7500,2451022,1,10000,,,,,,,,,,,,,,,,,,
13055,"破坏 轻甲鞋 40,42级 稀有",13048,9000,2453921,1,2500,2453922,1,5000,2454021,1,7500,2454022,1,10000,,,,,,,,,,,,,,,,,,
13056,"破坏 重甲鞋 40,42级 稀有",13048,9500,2456921,1,2500,2456922,1,5000,2457021,1,7500,2457022,1,10000,,,,,,,,,,,,,,,,,,
13057,"破坏 麻布鞋 40,42级 特别",13048,9666,2450931,1,2500,2450932,1,5000,2451031,1,7500,2451032,1,10000,,,,,,,,,,,,,,,,,,
13058,"破坏 轻甲鞋 40,42级 特别",13048,9833,2453931,1,2500,2453932,1,5000,2454031,1,7500,2454032,1,10000,,,,,,,,,,,,,,,,,,
13059,"破坏 重甲鞋 40,42级 特别",13048,10000,2456931,1,2500,2456932,1,5000,2457031,1,7500,2457032,1,10000,,,,,,,,,,,,,,,,,,
13060,"破坏 斗篷 40,42级 一般",13060,1000,2460901,1,2500,2460902,1,5000,2461001,1,7500,2461002,1,10000,,,,,,,,,,,,,,,,,,
13061,"破坏 斗篷 40,42级 高级",13060,8000,2460911,1,2500,2460912,1,5000,2461011,1,7500,2461012,1,10000,,,,,,,,,,,,,,,,,,
13062,"破坏 斗篷 40,42级 稀有",13060,9500,2460921,1,2500,2460922,1,5000,2461021,1,7500,2461022,1,10000,,,,,,,,,,,,,,,,,,
13063,"破坏 斗篷 40,42级 特别",13060,1000,2460931,1,2500,2460932,1,5000,2461031,1,7500,2461032,1,10000,,,,,,,,,,,,,,,,,,
13064,"破坏 麻布头盔 45,47级 一般",13064,333,2411101,1,2500,2411102,1,5000,2411201,1,7500,2411202,1,10000,,,,,,,,,,,,,,,,,,
13065,"破坏 轻甲头盔 45,47级 一般",13064,666,2414101,1,2500,2414102,1,5000,2414201,1,7500,2414202,1,10000,,,,,,,,,,,,,,,,,,
13066,"破坏 重甲头盔 45,47级 一般",13064,1000,2417101,1,2500,2417102,1,5000,2417201,1,7500,2417202,1,10000,,,,,,,,,,,,,,,,,,
13067,"破坏 麻布头盔 45,47级 高级",13064,3333,2411111,1,2500,2411112,1,5000,2411211,1,7500,2411212,1,10000,,,,,,,,,,,,,,,,,,
13068,"破坏 轻甲头盔 45,47级 高级",13064,5666,2414111,1,2500,2414112,1,5000,2414211,1,7500,2414212,1,10000,,,,,,,,,,,,,,,,,,
13069,"破坏 重甲头盔 45,47级 高级",13064,8000,2417111,1,2500,2417112,1,5000,2417211,1,7500,2417212,1,10000,,,,,,,,,,,,,,,,,,
13070,"破坏 麻布头盔 45,47级 稀有",13064,8500,2411121,1,2500,2411122,1,5000,2411221,1,7500,2411222,1,10000,,,,,,,,,,,,,,,,,,
13071,"破坏 轻甲头盔 45,47级 稀有",13064,9000,2414121,1,2500,2414122,1,5000,2414221,1,7500,2414222,1,10000,,,,,,,,,,,,,,,,,,
13072,"破坏 重甲头盔 45,47级 稀有",13064,9500,2417121,1,2500,2417122,1,5000,2417221,1,7500,2417222,1,10000,,,,,,,,,,,,,,,,,,
13073,"破坏 麻布头盔 45,47级 特别",13064,9666,2411131,1,2500,2411132,1,5000,2411231,1,7500,2411232,1,10000,,,,,,,,,,,,,,,,,,
13074,"破坏 轻甲头盔 45,47级 特别",13064,9833,2414131,1,2500,2414132,1,5000,2414231,1,7500,2414232,1,10000,,,,,,,,,,,,,,,,,,
13075,"破坏 重甲头盔 45,47级 特别",13064,10000,2417131,1,2500,2417132,1,5000,2417231,1,7500,2417232,1,10000,,,,,,,,,,,,,,,,,,
13076,"破坏 麻布铠甲45,47级 一般",13076,333,2421101,1,2500,2421102,1,5000,2421201,1,7500,2421202,1,10000,,,,,,,,,,,,,,,,,,
13077,"破坏 轻甲铠甲45,47级 一般",13076,666,2424101,1,2500,2424102,1,5000,2424201,1,7500,2424202,1,10000,,,,,,,,,,,,,,,,,,
13078,"破坏 重甲铠甲45,47级 一般",13076,1000,2427101,1,2500,2427102,1,5000,2427201,1,7500,2427202,1,10000,,,,,,,,,,,,,,,,,,
13079,"破坏 麻布铠甲45,47级 高级",13076,3333,2421111,1,2500,2421112,1,5000,2421211,1,7500,2421212,1,10000,,,,,,,,,,,,,,,,,,
13080,"破坏 轻甲铠甲45,47级 高级",13076,5666,2424111,1,2500,2424112,1,5000,2424211,1,7500,2424212,1,10000,,,,,,,,,,,,,,,,,,
13081,"破坏 重甲铠甲45,47级 高级",13076,8000,2427111,1,2500,2427112,1,5000,2427211,1,7500,2427212,1,10000,,,,,,,,,,,,,,,,,,
13082,"破坏 麻布铠甲45,47级 稀有",13076,8500,2421121,1,2500,2421122,1,5000,2421221,1,7500,2421222,1,10000,,,,,,,,,,,,,,,,,,
13083,"破坏 轻甲铠甲45,47级 稀有",13076,9000,2424121,1,2500,2424122,1,5000,2424221,1,7500,2424222,1,10000,,,,,,,,,,,,,,,,,,
13084,"破坏 重甲铠甲45,47级 稀有",13076,9500,2427121,1,2500,2427122,1,5000,2427221,1,7500,2427222,1,10000,,,,,,,,,,,,,,,,,,
13085,"破坏 麻布铠甲45,47级 特别",13076,9666,2421131,1,2500,2421132,1,5000,2421231,1,7500,2421232,1,10000,,,,,,,,,,,,,,,,,,
13086,"破坏 轻甲铠甲45,47级 特别",13076,9833,2424131,1,2500,2424132,1,5000,2424231,1,7500,2424232,1,10000,,,,,,,,,,,,,,,,,,
13087,"破坏 重甲铠甲45,47级 特别",13076,10000,2427131,1,2500,2427132,1,5000,2427231,1,7500,2427232,1,10000,,,,,,,,,,,,,,,,,,
13088,"破坏 麻布装甲 45,47级 一般",13088,333,2431101,1,2500,2431102,1,5000,2431201,1,7500,2431202,1,10000,,,,,,,,,,,,,,,,,,
13089,"破坏 轻甲装甲 45,47级 一般",13088,666,2434101,1,2500,2434102,1,5000,2434201,1,7500,2434202,1,10000,,,,,,,,,,,,,,,,,,
13090,"破坏 重甲装甲 45,47级 一般",13088,1000,2437101,1,2500,2437102,1,5000,2437201,1,7500,2437202,1,10000,,,,,,,,,,,,,,,,,,
13091,"破坏 麻布装甲 45,47级 高级",13088,3333,2431111,1,2500,2431112,1,5000,2431211,1,7500,2431212,1,10000,,,,,,,,,,,,,,,,,,
13092,"破坏 轻甲装甲 45,47级 高级",13088,5666,2434111,1,2500,2434112,1,5000,2434211,1,7500,2434212,1,10000,,,,,,,,,,,,,,,,,,
13093,"破坏 重甲装甲 45,47级 高级",13088,8000,2437111,1,2500,2437112,1,5000,2437211,1,7500,2437212,1,10000,,,,,,,,,,,,,,,,,,
13094,"破坏 麻布装甲 45,47级 稀有",13088,8500,2431121,1,2500,2431122,1,5000,2431221,1,7500,2431222,1,10000,,,,,,,,,,,,,,,,,,
13095,"破坏 轻甲装甲 45,47级 稀有",13088,9000,2434121,1,2500,2434122,1,5000,2434221,1,7500,2434222,1,10000,,,,,,,,,,,,,,,,,,
13096,"破坏 重甲装甲 45,47级 稀有",13088,9500,2437121,1,2500,2437122,1,5000,2437221,1,7500,2437222,1,10000,,,,,,,,,,,,,,,,,,
13097,"破坏 麻布装甲 45,47级 特别",13088,9666,2431131,1,2500,2431132,1,5000,2431231,1,7500,2431232,1,10000,,,,,,,,,,,,,,,,,,
13098,"破坏 轻甲装甲 45,47级 特别",13088,9833,2434131,1,2500,2434132,1,5000,2434231,1,7500,2434232,1,10000,,,,,,,,,,,,,,,,,,
13099,"破坏 重甲装甲 45,47级 特别",13088,10000,2437131,1,2500,2437132,1,5000,2437231,1,7500,2437232,1,10000,,,,,,,,,,,,,,,,,,
13100,"破坏 麻布裤子 45,47级 一般",13100,333,2441101,1,2500,2441102,1,5000,2441201,1,7500,2441202,1,10000,,,,,,,,,,,,,,,,,,
13101,"破坏 轻甲裤子 45,47级 一般",13100,666,2444101,1,2500,2444102,1,5000,2444201,1,7500,2444202,1,10000,,,,,,,,,,,,,,,,,,
13102,"破坏 重甲裤子 45,47级 一般",13100,1000,2447101,1,2500,2447102,1,5000,2447201,1,7500,2447202,1,10000,,,,,,,,,,,,,,,,,,
13103,"破坏 麻布裤子 45,47级 高级",13100,3333,2441111,1,2500,2441112,1,5000,2441211,1,7500,2441212,1,10000,,,,,,,,,,,,,,,,,,
13104,"破坏 轻甲裤子 45,47级 高级",13100,5666,2444111,1,2500,2444112,1,5000,2444211,1,7500,2444212,1,10000,,,,,,,,,,,,,,,,,,
13105,"破坏 重甲裤子 45,47级 高级",13100,8000,2447111,1,2500,2447112,1,5000,2447211,1,7500,2447212,1,10000,,,,,,,,,,,,,,,,,,
13106,"破坏 麻布裤子 45,47级 稀有",13100,8500,2441121,1,2500,2441122,1,5000,2441221,1,7500,2441222,1,10000,,,,,,,,,,,,,,,,,,
13107,"破坏 轻甲裤子 45,47级 稀有",13100,9000,2444121,1,2500,2444122,1,5000,2444221,1,7500,2444222,1,10000,,,,,,,,,,,,,,,,,,
13108,"破坏 重甲裤子 45,47级 稀有",13100,9500,2447121,1,2500,2447122,1,5000,2447221,1,7500,2447222,1,10000,,,,,,,,,,,,,,,,,,
13109,"破坏 麻布裤子 45,47级 特别",13100,9666,2441131,1,2500,2441132,1,5000,2441231,1,7500,2441232,1,10000,,,,,,,,,,,,,,,,,,
13110,"破坏 轻甲裤子 45,47级 特别",13100,9833,2444131,1,2500,2444132,1,5000,2444231,1,7500,2444232,1,10000,,,,,,,,,,,,,,,,,,
13111,"破坏 重甲裤子 45,47级 特别",13100,10000,2447131,1,2500,2447132,1,5000,2447231,1,7500,2447232,1,10000,,,,,,,,,,,,,,,,,,
13112,"破坏 麻布鞋 45,47级 一般",13112,333,2451101,1,2500,2451102,1,5000,2451201,1,7500,2451202,1,10000,,,,,,,,,,,,,,,,,,
13113,"破坏 轻甲鞋 45,47级 一般",13112,666,2454101,1,2500,2454102,1,5000,2454201,1,7500,2454202,1,10000,,,,,,,,,,,,,,,,,,
13114,"破坏 重甲鞋 45,47级 一般",13112,1000,2457101,1,2500,2457102,1,5000,2457201,1,7500,2457202,1,10000,,,,,,,,,,,,,,,,,,
13115,"破坏 麻布鞋 45,47级 高级",13112,3333,2451111,1,2500,2451112,1,5000,2451211,1,7500,2451212,1,10000,,,,,,,,,,,,,,,,,,
13116,"破坏 轻甲鞋 45,47级 高级",13112,5666,2454111,1,2500,2454112,1,5000,2454211,1,7500,2454212,1,10000,,,,,,,,,,,,,,,,,,
13117,"破坏 重甲鞋 45,47级 高级",13112,8000,2457111,1,2500,2457112,1,5000,2457211,1,7500,2457212,1,10000,,,,,,,,,,,,,,,,,,
13118,"破坏 麻布鞋 45,47级 稀有",13112,8500,2451121,1,2500,2451122,1,5000,2451221,1,7500,2451222,1,10000,,,,,,,,,,,,,,,,,,
13119,"破坏 轻甲鞋 45,47级 稀有",13112,9000,2454121,1,2500,2454122,1,5000,2454221,1,7500,2454222,1,10000,,,,,,,,,,,,,,,,,,
13120,"破坏 重甲鞋 45,47级 稀有",13112,9500,2457121,1,2500,2457122,1,5000,2457221,1,7500,2457222,1,10000,,,,,,,,,,,,,,,,,,
13121,"破坏 麻布鞋 45,47级 特别",13112,9666,2451131,1,2500,2451132,1,5000,2451231,1,7500,2451232,1,10000,,,,,,,,,,,,,,,,,,
13122,"破坏 轻甲鞋 45,47级 特别",13112,9833,2454131,1,2500,2454132,1,5000,2454231,1,7500,2454232,1,10000,,,,,,,,,,,,,,,,,,
13123,"破坏 重甲鞋 45,47级 特别",13112,10000,2457131,1,2500,2457132,1,5000,2457231,1,7500,2457232,1,10000,,,,,,,,,,,,,,,,,,
13124,"破坏 斗篷 45,47级 一般",13124,1000,2461101,1,2500,2461102,1,5000,2461201,1,7500,2461202,1,10000,,,,,,,,,,,,,,,,,,
13125,"破坏 斗篷 45,47级 高级",13124,8000,2461111,1,2500,2461112,1,5000,2461211,1,7500,2461212,1,10000,,,,,,,,,,,,,,,,,,
13126,"破坏 斗篷 45,47级 稀有",13124,9500,2461121,1,2500,2461122,1,5000,2461221,1,7500,2461222,1,10000,,,,,,,,,,,,,,,,,,
13127,"破坏 斗篷 45,47级 特别",13124,1000,2461131,1,2500,2461132,1,5000,2461231,1,7500,2461232,1,10000,,,,,,,,,,,,,,,,,,
13128,"破坏 麻布头盔 50,52级 一般",13128,333,2411301,1,2500,2411302,1,5000,2411401,1,7500,2411402,1,10000,,,,,,,,,,,,,,,,,,
13129,"破坏 轻甲头盔 50,52级 一般",13128,666,2414301,1,2500,2414302,1,5000,2414401,1,7500,2414402,1,10000,,,,,,,,,,,,,,,,,,
13130,"破坏 重甲头盔 50,52级 一般",13128,1000,2417301,1,2500,2417302,1,5000,2417401,1,7500,2417402,1,10000,,,,,,,,,,,,,,,,,,
13131,"破坏 麻布头盔 50,52级 高级",13128,3333,2411311,1,2500,2411312,1,5000,2411411,1,7500,2411412,1,10000,,,,,,,,,,,,,,,,,,
13132,"破坏 轻甲头盔 50,52级 高级",13128,5666,2414311,1,2500,2414312,1,5000,2414411,1,7500,2414412,1,10000,,,,,,,,,,,,,,,,,,
13133,"破坏 重甲头盔 50,52级 高级",13128,8000,2417311,1,2500,2417312,1,5000,2417411,1,7500,2417412,1,10000,,,,,,,,,,,,,,,,,,
13134,"破坏 麻布头盔 50,52级 稀有",13128,8500,2411321,1,2500,2411322,1,5000,2411421,1,7500,2411422,1,10000,,,,,,,,,,,,,,,,,,
13135,"破坏 轻甲头盔 50,52级 稀有",13128,9000,2414321,1,2500,2414322,1,5000,2414421,1,7500,2414422,1,10000,,,,,,,,,,,,,,,,,,
13136,"破坏 重甲头盔 50,52级 稀有",13128,9500,2417321,1,2500,2417322,1,5000,2417421,1,7500,2417422,1,10000,,,,,,,,,,,,,,,,,,
