TID,Comment,EngName,LocalName,Type,Kind,Property,Level,Grade,Race,Gender,LimitLevel,LimitSTR,LimitCON,LimitWIS,LimitMEN,LimitAgility,LimitMainWeapon,LimitFamePointTID,ReqWeaponLevel,PenaltyRate,Area,PowerRangeMax,RelativeClass,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,SetTID,CoolTime,UseSkillTID,LearnSkillTID,SocketTID,Socket,CashSocket,RecipeTID,EnchantTID,EnchantStepMax,SeedOption,Cash,SpecialTID,SpecialValue,AlchemyValue,AlchemyTID,MixTID,BreakTID,BoxTID,QuestTID,SalePrice,PurchasePrice,SaleFamePoint,PurchaseFamePoint,ReqMedalKind,SaleMedal,PurchaseMedal,ItemRestrict,StackCount,MaxCount,Consume,BindType,UnBindCount,Stoppable,MaxDurability,MinDurability,Crash,DecreationDurability,Repairable,ItemMeshLeft,ItemMeshRight,ItemMeshScale,UseEffect,UseSound,TreeDeps_01,TreeDeps_02,ItemIcon,EngDesc,LocalDesc
2456831,第9轮 戴穆里申-重甲,ITM_Name_013096,特别的复仇者长靴,1,5,0,36,4,4|2,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,0,126,10,0,43,0,0,0,0,0,0,1050,308,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5404,0,0,2054,20540,0,0,0,0,0,0,0,0,0,2,7,0,297,0,0,0,1,p_o_03_c_m_foot_uni.bif|p_m_03_c_m_foot_uni.bif,p_o_03_c_f_foot_uni.bif|p_m_03_c_f_foot_uni.bif,,,,2,5,57409,ITM_Desc_013096,
2456832,第9轮 戴穆里申-重甲,ITM_Name_013097,特别的征伐者长靴,1,5,0,36,4,4|2,0,36,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,0,84,0,0,43,0,0,0,0,0,0,1001,308,0,0,0,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5404,0,0,2054,20540,0,0,0,0,0,0,0,0,0,2,7,0,297,0,0,0,1,p_o_03_c_m_foot_uni.bif|p_m_03_c_m_foot_uni.bif,p_o_03_c_f_foot_uni.bif|p_m_03_c_f_foot_uni.bif,,,,2,5,57409,ITM_Desc_013097,
2456900,第10轮 戴穆里申-重甲,ITM_Name_013098,破旧的骑士长靴,1,5,0,39,0,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25450,3,0,0,0,,,,0,0,0,0,800,8000,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,1,p_o_03_a_m_foot_lod.nif|p_m_03_a_m_foot_lod.nif,p_o_03_a_f_foot_lod.nif|p_m_03_a_f_foot_lod.nif,,,,2,5,17403,ITM_Desc_013098,
2456901,第10轮 戴穆里申-重甲,ITM_Name_013099,平凡的激战长靴,1,5,0,39,1,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,94,0,0,32,0,0,0,0,0,0,788,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25450,6,0,0,0,,,,0,5104,0,0,880,8800,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,1,p_o_03_b_m_foot_lod.nif|p_m_03_b_m_foot_lod.nif,p_o_03_b_f_foot_lod.nif|p_m_03_b_f_foot_lod.nif,,,,2,5,17406,ITM_Desc_013099,
2456902,第10轮 戴穆里申-重甲,ITM_Name_013100,平凡的猛攻长靴,1,5,0,39,1,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,63,0,0,32,0,0,0,0,0,0,750,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25450,6,0,0,0,,,,0,5104,0,0,880,8800,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,1,p_o_03_b_m_foot_lod.nif|p_m_03_b_m_foot_lod.nif,p_o_03_b_f_foot_lod.nif|p_m_03_b_f_foot_lod.nif,,,,2,5,17406,ITM_Desc_013100,
2456911,第10轮 戴穆里申-重甲,ITM_Name_013101,高级的激战长靴,1,5,0,39,2,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,105,8,0,36,0,0,0,0,0,0,875,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25450,10,0,0,0,,,,0,5204,0,0,1200,12000,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,1,1,p_o_03_b_m_foot_lod.nif|p_m_03_b_m_foot_lod.nif,p_o_03_b_f_foot_lod.nif|p_m_03_b_f_foot_lod.nif,,,,2,5,17406,ITM_Desc_013101,
2456912,第10轮 戴穆里申-重甲,ITM_Name_013102,高级的猛攻长靴,1,5,0,39,2,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,70,0,0,36,0,0,0,0,0,0,834,257,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25450,10,0,0,0,,,,0,5204,0,0,1200,12000,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,1,1,p_o_03_b_m_foot_lod.nif|p_m_03_b_m_foot_lod.nif,p_o_03_b_f_foot_lod.nif|p_m_03_b_f_foot_lod.nif,,,,2,5,17406,ITM_Desc_013102,
2456921,第10轮 戴穆里申-重甲,ITM_Name_013103,珍贵的激战长靴,1,5,0,39,3,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,126,10,0,43,0,0,0,0,0,0,1050,308,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5304,0,0,1600,16000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_o_03_c_m_foot_lod.nif|p_m_03_c_m_foot_lod.nif,p_o_03_c_f_foot_lod.nif|p_m_03_c_f_foot_lod.nif,,,,2,5,17409,ITM_Desc_013103,
2456922,第10轮 戴穆里申-重甲,ITM_Name_013104,珍贵的猛攻长靴,1,5,0,39,3,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,0,0,43,0,0,0,0,0,0,1001,308,0,0,0,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5304,0,0,1600,16000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_o_03_c_m_foot_lod.nif|p_m_03_c_m_foot_lod.nif,p_o_03_c_f_foot_lod.nif|p_m_03_c_f_foot_lod.nif,,,,2,5,17409,ITM_Desc_013104,
2456931,第10轮 戴穆里申-重甲,ITM_Name_013105,特别的激战长靴,1,5,0,39,4,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,0,136,11,0,46,0,0,0,0,0,0,1138,334,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5404,0,0,2400,24000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_o_03_c_m_foot_uni.bif|p_m_03_c_m_foot_uni.bif,p_o_03_c_f_foot_uni.bif|p_m_03_c_f_foot_uni.bif,,,,2,5,57409,ITM_Desc_013105,
2456932,第10轮 戴穆里申-重甲,ITM_Name_013106,特别的猛攻长靴,1,5,0,39,4,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,0,91,0,0,46,0,0,0,0,0,0,1084,334,0,0,0,0,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5404,0,0,2400,24000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_o_03_c_m_foot_uni.bif|p_m_03_c_m_foot_uni.bif,p_o_03_c_f_foot_uni.bif|p_m_03_c_f_foot_uni.bif,,,,2,5,57409,ITM_Desc_013106,
2456951,第10轮 戴穆里申-重甲,ITM_Name_013107,破旧的骑士长靴 (制作),1,5,0,39,0,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25450,3,0,0,0,,,,0,0,0,0,800,8000,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,1,p_o_03_a_m_foot_lod.nif|p_m_03_a_m_foot_lod.nif,p_o_03_a_f_foot_lod.nif|p_m_03_a_f_foot_lod.nif,,,,2,5,17403,ITM_Desc_013107,
2456952,第10轮 戴穆里申-重甲,ITM_Name_013108,平凡的激战长靴(制作),1,5,0,39,1,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,109,0,0,37,0,0,0,0,0,0,910,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25450,6,0,0,0,,,,0,5104,0,0,880,8800,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,1,p_o_03_b_m_foot_lod.nif|p_m_03_b_m_foot_lod.nif,p_o_03_b_f_foot_lod.nif|p_m_03_b_f_foot_lod.nif,,,,2,5,17406,ITM_Desc_013108,
2456953,第10轮 戴穆里申-重甲,ITM_Name_013109,平凡的猛攻长靴(制作),1,5,0,39,1,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,0,0,37,0,0,0,0,0,0,867,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25450,6,0,0,0,,,,0,5104,0,0,880,8800,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,1,p_o_03_b_m_foot_lod.nif|p_m_03_b_m_foot_lod.nif,p_o_03_b_f_foot_lod.nif|p_m_03_b_f_foot_lod.nif,,,,2,5,17406,ITM_Desc_013109,
2456954,第10轮 戴穆里申-重甲,ITM_Name_013110,高级的激战长靴(制作),1,5,0,39,2,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,125,10,0,42,0,0,0,0,0,0,1041,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25450,10,0,0,0,,,,0,5204,0,0,1200,12000,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,1,1,p_o_03_b_m_foot_lod.nif|p_m_03_b_m_foot_lod.nif,p_o_03_b_f_foot_lod.nif|p_m_03_b_f_foot_lod.nif,,,,2,5,17406,ITM_Desc_013110,
2456955,第10轮 戴穆里申-重甲,ITM_Name_013111,高级的猛攻长靴(制作),1,5,0,39,2,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,0,0,42,0,0,0,0,0,0,992,306,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25450,10,0,0,0,,,,0,5204,0,0,1200,12000,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,1,1,p_o_03_b_m_foot_lod.nif|p_m_03_b_m_foot_lod.nif,p_o_03_b_f_foot_lod.nif|p_m_03_b_f_foot_lod.nif,,,,2,5,17406,ITM_Desc_013111,
2456956,第10轮 戴穆里申-重甲,ITM_Name_013112,珍贵的激战长靴(制作),1,5,0,39,3,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,135,11,0,46,0,0,0,0,0,0,1129,331,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5304,0,0,1600,16000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_o_03_c_m_foot_lod.nif|p_m_03_c_m_foot_lod.nif,p_o_03_c_f_foot_lod.nif|p_m_03_c_f_foot_lod.nif,,,,2,5,17409,ITM_Desc_013112,
2456957,第10轮 戴穆里申-重甲,ITM_Name_013113,珍贵的猛攻长靴(制作),1,5,0,39,3,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,91,0,0,46,0,0,0,0,0,0,1076,331,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5304,0,0,1600,16000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_o_03_c_m_foot_lod.nif|p_m_03_c_m_foot_lod.nif,p_o_03_c_f_foot_lod.nif|p_m_03_c_f_foot_lod.nif,,,,2,5,17409,ITM_Desc_013113,
2456958,第10轮 戴穆里申-重甲,ITM_Name_013114,特别的激战长靴(制作),1,5,0,39,4,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,0,147,12,0,50,0,0,0,0,0,0,1225,359,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5404,0,0,2400,24000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_o_03_c_m_foot_uni.bif|p_m_03_c_m_foot_uni.bif,p_o_03_c_f_foot_uni.bif|p_m_03_c_f_foot_uni.bif,,,,2,5,57409,ITM_Desc_013114,
2456959,第10轮 戴穆里申-重甲,ITM_Name_013115,特别的猛攻长靴(制作),1,5,0,39,4,4|2,0,39,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,0,98,0,0,50,0,0,0,0,0,0,1167,359,0,0,0,0,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25450,10,0,0,0,,,,0,5404,0,0,2400,24000,0,0,0,0,0,0,0,0,0,2,7,0,318,0,0,0,1,p_o_03_c_m_foot_uni.bif|p_m_03_c_m_foot_uni.bif,p_o_03_c_f_foot_uni.bif|p_m_03_c_f_foot_uni.bif,,,,2,5,57409,ITM_Desc_013115,
2457000,第11轮 戴穆里申-重甲,ITM_Name_013116,破旧的骑士队长长靴,1,5,0,42,0,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25500,3,0,0,0,,,,0,0,0,0,882,8820,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,1,p_o_04_a_m_foot_lod.nif|p_m_04_a_m_foot_lod.nif,p_o_04_a_f_foot_lod.nif|p_m_04_a_f_foot_lod.nif,,,,2,5,17404,ITM_Desc_013116,
2457001,第11轮 戴穆里申-重甲,ITM_Name_013117,平凡的灵魂引导者长靴,1,5,0,42,1,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,102,0,0,34,0,0,0,0,0,0,848,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,6,0,0,0,,,,0,5105,0,0,971,9710,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013117,
2457002,第11轮 戴穆里申-重甲,ITM_Name_013118,平凡的灵魂复仇者长靴,1,5,0,42,1,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,68,0,0,34,0,0,0,0,0,0,808,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,6,0,0,0,,,,0,5105,0,0,971,9710,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013118,
2457011,第11轮 戴穆里申-重甲,ITM_Name_013119,高级的灵魂引导者长靴,1,5,0,42,2,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,113,9,0,38,0,0,0,0,0,0,942,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,10,0,0,0,,,,0,5205,0,0,1323,13230,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,1,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013119,
2457012,第11轮 戴穆里申-重甲,ITM_Name_013120,高级的灵魂复仇者长靴,1,5,0,42,2,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,76,0,0,38,0,0,0,0,0,0,898,276,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,10,0,0,0,,,,0,5205,0,0,1323,13230,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,1,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013120,
2457021,第11轮 戴穆里申-重甲,ITM_Name_013121,珍贵的灵魂引导者长靴,1,5,0,42,3,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,135,11,0,46,0,0,0,0,0,0,1131,332,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25500,10,0,0,0,,,,0,5305,0,0,1764,17640,0,0,0,0,0,0,0,0,0,2,7,0,333,0,0,0,1,p_o_04_c_m_foot_lod.nif|p_m_04_c_m_foot_lod.nif,p_o_04_c_f_foot_lod.nif|p_m_04_c_f_foot_lod.nif,,,,2,5,17412,ITM_Desc_013121,
2457022,第11轮 戴穆里申-重甲,ITM_Name_013122,珍贵的灵魂复仇者长靴,1,5,0,42,3,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,91,0,0,46,0,0,0,0,0,0,1077,332,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25500,10,0,0,0,,,,0,5305,0,0,1764,17640,0,0,0,0,0,0,0,0,0,2,7,0,333,0,0,0,1,p_o_04_c_m_foot_lod.nif|p_m_04_c_m_foot_lod.nif,p_o_04_c_f_foot_lod.nif|p_m_04_c_f_foot_lod.nif,,,,2,5,17412,ITM_Desc_013122,
2457031,第11轮 戴穆里申-重甲,ITM_Name_013123,特别的灵魂引导者长靴,1,5,0,42,4,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,0,0,147,12,0,50,0,0,0,0,0,0,1225,359,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25500,10,0,0,0,,,,0,5405,0,0,2646,26460,0,0,0,0,0,0,0,0,0,2,7,0,333,0,0,0,1,p_o_04_c_m_foot_uni.bif|p_m_04_c_m_foot_uni.bif,p_o_04_c_f_foot_uni.bif|p_m_04_c_f_foot_uni.bif,,,,2,5,57412,ITM_Desc_013123,
2457032,第11轮 戴穆里申-重甲,ITM_Name_013124,特别的灵魂复仇者长靴,1,5,0,42,4,4|2,0,42,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,98,0,0,50,0,0,0,0,0,0,1167,359,0,0,0,0,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25500,10,0,0,0,,,,0,5405,0,0,2646,26460,0,0,0,0,0,0,0,0,0,2,7,0,333,0,0,0,1,p_o_04_c_m_foot_uni.bif|p_m_04_c_m_foot_uni.bif,p_o_04_c_f_foot_uni.bif|p_m_04_c_f_foot_uni.bif,,,,2,5,57412,ITM_Desc_013124,
2457100,第12轮 戴穆里申-重甲,ITM_Name_013125,破旧的将军长靴,1,5,0,45,0,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25500,3,0,0,0,,,,0,0,0,0,1013,10130,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,1,p_o_04_a_m_foot_lod.nif|p_m_04_a_m_foot_lod.nif,p_o_04_a_f_foot_lod.nif|p_m_04_a_f_foot_lod.nif,,,,2,5,17404,ITM_Desc_013125,
2457101,第12轮 戴穆里申-重甲,ITM_Name_013126,平凡的信念长靴,1,5,0,45,1,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,109,0,0,37,0,0,0,0,0,0,909,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,6,0,0,0,,,,0,5105,0,0,1114,11140,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013126,
2457102,第12轮 戴穆里申-重甲,ITM_Name_013127,平凡的惩罚长靴,1,5,0,45,1,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,0,0,37,0,0,0,0,0,0,866,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,6,0,0,0,,,,0,5105,0,0,1114,11140,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013127,
2457111,第12轮 戴穆里申-重甲,ITM_Name_013128,高级的惩罚长靴,1,5,0,45,2,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,121,10,0,41,0,0,0,0,0,0,1010,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,10,0,0,0,,,,0,5205,0,0,1519,15190,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,1,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013128,
2457112,第12轮 戴穆里申-重甲,ITM_Name_013129,高级的惩罚长靴,1,5,0,45,2,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,81,0,0,41,0,0,0,0,0,0,962,296,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,10,0,0,0,,,,0,5205,0,0,1519,15190,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,1,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013129,
2457121,第12轮 戴穆里申-重甲,ITM_Name_013130,珍贵的惩罚长靴,1,5,0,45,3,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,145,12,0,49,0,0,0,0,0,0,1212,355,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25500,10,0,0,0,,,,0,5305,0,0,2025,20250,0,0,0,0,0,0,0,0,0,2,7,0,354,0,0,0,1,p_o_04_c_m_foot_lod.nif|p_m_04_c_m_foot_lod.nif,p_o_04_c_f_foot_lod.nif|p_m_04_c_f_foot_lod.nif,,,,2,5,17412,ITM_Desc_013130,
2457122,第12轮 戴穆里申-重甲,ITM_Name_013131,珍贵的惩罚长靴,1,5,0,45,3,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,97,0,0,49,0,0,0,0,0,0,1154,355,0,0,0,0,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25500,10,0,0,0,,,,0,5305,0,0,2025,20250,0,0,0,0,0,0,0,0,0,2,7,0,354,0,0,0,1,p_o_04_c_m_foot_lod.nif|p_m_04_c_m_foot_lod.nif,p_o_04_c_f_foot_lod.nif|p_m_04_c_f_foot_lod.nif,,,,2,5,17412,ITM_Desc_013131,
2457131,第12轮 戴穆里申-重甲,ITM_Name_013132,特别的惩罚长靴,1,5,0,45,4,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,0,0,157,13,0,53,0,0,0,0,0,0,1312,385,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25500,10,0,0,0,,,,0,5405,0,0,3038,30380,0,0,0,0,0,0,0,0,0,2,7,0,354,0,0,0,1,p_o_04_c_m_foot_uni.bif|p_m_04_c_m_foot_uni.bif,p_o_04_c_f_foot_uni.bif|p_m_04_c_f_foot_uni.bif,,,,2,5,57412,ITM_Desc_013132,
2457132,第12轮 戴穆里申-重甲,ITM_Name_013133,特别的惩罚长靴,1,5,0,45,4,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,105,0,0,53,0,0,0,0,0,0,1250,385,0,0,0,0,13,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25500,10,0,0,0,,,,0,5405,0,0,3038,30380,0,0,0,0,0,0,0,0,0,2,7,0,354,0,0,0,1,p_o_04_c_m_foot_uni.bif|p_m_04_c_m_foot_uni.bif,p_o_04_c_f_foot_uni.bif|p_m_04_c_f_foot_uni.bif,,,,2,5,57412,ITM_Desc_013133,
2457151,第12轮 戴穆里申-重甲,ITM_Name_013134,破旧的将军长靴 (制作),1,5,0,45,0,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25500,3,0,0,0,,,,0,0,0,0,1013,10130,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,1,p_o_04_a_m_foot_lod.nif|p_m_04_a_m_foot_lod.nif,p_o_04_a_f_foot_lod.nif|p_m_04_a_f_foot_lod.nif,,,,2,5,17404,ITM_Desc_013134,
2457152,第12轮 戴穆里申-重甲,ITM_Name_013135,平凡的信念长靴(制作),1,5,0,45,1,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,126,0,0,43,0,0,0,0,0,0,1050,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,6,0,0,0,,,,0,5105,0,0,1114,11140,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013135,
2457153,第12轮 戴穆里申-重甲,ITM_Name_013136,平凡的惩罚长靴(制作),1,5,0,45,1,4|2,0,45,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,0,0,43,0,0,0,0,0,0,1000,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25500,6,0,0,0,,,,0,5105,0,0,1114,11140,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,1,p_o_04_b_m_foot_lod.nif|p_m_04_b_m_foot_lod.nif,p_o_04_b_f_foot_lod.nif|p_m_04_b_f_foot_lod.nif,,,,2,5,17408,ITM_Desc_013136,
