TID,Type,Kind,WeatherUse,WorldTID,GroupNum,D_X,D_Y,D_Z,Radius,AimRebirthPos,DemolRebirthPos,Comment,EngName,EngSubName,LocalName,LocalSubName,BgmName,BgmLoop,Weather0,Weather1,Weather2,Weather3
30501,0,1,0,2501,1,6413.17,7861.07,152.77,0,,,,ART_Name_000780,ART_Subname_000780,戴穆里申码头（班迪路娜）,,,0,,,,
30502,0,1,0,2000,1,7042.59,7849.97,94.28,0,,,,ART_Name_000781,ART_Subname_000781,戴穆里申码头（草丛村庄）,,,0,,,,
30503,0,1,0,2000,1,6962.23,8538.73,111.2,0,,,,ART_Name_000782,ART_Subname_000782,戴穆里申码头（藤蔓研究所）,,,0,,,,
30504,0,1,0,2000,1,7226.48,8375.47,155.65,0,,,,ART_Name_000783,ART_Subname_000783,戴穆里申码头（沼泽野营地）,,,0,,,,
30505,0,1,0,2000,1,7316.39,8028.38,98.69,0,,,,ART_Name_000784,ART_Subname_000784,戴穆里申码头（天浪基地）,,,0,,,,
30506,0,1,0,2000,1,7254.89,7501.27,69.15,0,,,,ART_Name_000785,ART_Subname_000785,戴穆里申码头（监察驻地）,,,0,,,,
30507,0,1,0,2000,1,7355.33,7833.88,95.06,0,,,,ART_Name_000786,ART_Subname_000786,戴穆里申码头（湖畔联络所）,,,0,,,,
30508,0,1,0,2000,1,7476.83,7300.01,91.98,0,,,,ART_Name_000787,ART_Subname_000787,戴穆里申码头（盆地侦察所）,,,0,,,,
30509,0,1,0,2000,1,7089.57,6875.53,98.2,0,,,,ART_Name_000788,ART_Subname_000788,戴穆里申码头（钉耙野营地）,,,0,,,,
30510,0,1,0,2000,1,6404.61,7537.72,125.99,0,,,,ART_Name_000789,ART_Subname_000789,戴穆里申码头（冰封的大地）,,,0,,,,
30511,0,1,0,2000,1,6466.39,8551.14,100.31,0,,,,,,戴穆里申码头（银河野营地）,,,0,,,,
30601,0,1,0,2001,1,381.52,187.94,0,0,,,,ART_Name_000790,ART_Subname_000790,戴穆里申（向舞风峡谷移动）,,,0,,,,
30602,0,1,0,2000,1,6933.72,8303.22,128.59,0,,,,ART_Name_000791,ART_Subname_000791,戴穆里申（皮尔德鲁在舞风峡谷移动）,,,0,,,,
30603,0,1,0,2002,1,272.76,409.22,35.07,0,,,,ART_Name_000792,ART_Subname_000792,戴穆里申（向光芒普照的盆地移动）,,,0,,,,
30604,0,1,0,2000,1,7351.7,7838.94,95.06,0,,,,ART_Name_000793,ART_Subname_000793,戴穆里申（皮尔德鲁在光芒普照的盆地移动）,,,0,,,,
30605,0,1,0,2003,1,381.52,187.94,0,0,,,,ART_Name_000794,ART_Subname_000794,戴穆里申（向满是伤痕的大地移动）,,,0,,,,
30606,0,1,0,2000,1,6889.99,7223.54,127.51,0,,,,ART_Name_000795,ART_Subname_000795,戴穆里申（皮尔德在满是伤痕的大地移动）,,,0,,,,
30607,0,1,0,2000,1,7409.81,6979.63,107.45,0,,,,ART_Name_000796,ART_Subname_000796,戴穆里申（海洋之光哨所移动任务 移动数据）,,,0,,,,
30608,0,1,0,2000,1,5779.29,7586.58,78.06,0,,,,ART_Name_000797,ART_Subname_000797,戴穆里申（摧毁的城市移动任务）,,,0,,,,
30609,0,1,0,2000,1,6555.9,6959.64,74.08,0,,,,ART_Name_000798,ART_Subname_000798,戴穆里申（木洞避难处移动任务）,,,0,,,,
30610,0,1,0,2000,1,6375.61,6400.76,77.4,0,,,,ART_Name_000799,ART_Subname_000799,戴穆里申（派遣部队指挥部移动任务）,,,0,,,,
30612,0,1,0,2000,1,4868.1,8309.25,149.63,0,,,,ART_Name_000800,ART_Subname_000800,戴穆里申（硫磺村庄移动任务）,,,0,,,,
30613,0,1,0,2000,1,4752.88,6770.95,126.41,0,,,,ART_Name_000801,ART_Subname_000801,戴穆里申（古丽阿萨总队移动任务）,,,0,,,,
30614,0,1,0,2000,1,6036.75,7513.41,101.44,0,,,,ART_Name_000802,ART_Subname_000802,戴穆里申（没落的月光平原移动任务）,,,0,,,,
30615,0,1,0,2000,1,6182.61,7014.26,98.03,0,,,,ART_Name_000803,ART_Subname_000803,戴穆里申（腐败的农场移动任务）,,,0,,,,
30616,0,1,0,2004,1,448.86,410.98,46.23,0,,,,ART_Name_000804,ART_Subname_000804,戴穆里申（圆滚滚的丘陵地移动任务）,,,0,,,,
30617,0,1,0,2000,1,5381.5,7800.17,138.65,0,,,,ART_Name_000805,ART_Subname_000805,戴穆里申（灵魂瀑布移动任务）,,,0,,,,
30618,0,1,0,2005,1,42.34,467.69,-21.39,0,,,,ART_Name_000806,ART_Subname_000806,戴穆里申（凌晨的露水沙漠移动任务）,,,0,,,,
30619,0,1,0,2000,1,6025.89,7895.33,124.42,0,,,,ART_Name_000807,ART_Subname_000807,戴穆里申（星星细语田野移动任务）,,,0,,,,
30620,0,1,0,2000,1,4895.79,8551.83,129.23,0,,,,ART_Name_000808,ART_Subname_000808,戴穆里申（戴穆里申移动任务）,,,0,,,,
50000,1,2,0,1007,0,109.19,406.44,44.77,10,,,,ART_Name_000809,ART_Subname_000809,,,,0,,,,
50001,1,2,0,1007,0,276.39,58.99,41.92,10,,,,ART_Name_000810,ART_Subname_000810,,,,0,,,,
50002,1,2,0,2000,0,2062.17,4844.15,181.86,5,,,,ART_Name_000811,ART_Subname_000811,,,,0,,,,
50003,1,2,0,2500,0,37.54,236.04,177.65,3,,,,ART_Name_000812,ART_Subname_000812,,,,0,,,,
50004,1,2,0,2500,0,27.92,236.32,177.58,5,,,,ART_Name_000813,ART_Subname_000813,,,,0,,,,
50005,1,2,0,2000,0,2053.8,4844.67,180.01,3,,,,ART_Name_000814,ART_Subname_000814,,,,0,,,,
50006,1,2,0,2000,0,2304.06,4628.95,177.93,5,,,,ART_Name_000815,ART_Subname_000815,,,,0,,,,
50007,1,2,0,2500,0,256.19,41.9,178.25,3,,,,ART_Name_000816,ART_Subname_000816,,,,0,,,,
50008,1,2,0,2500,0,256.79,35.17,181.33,5,,,,ART_Name_000817,ART_Subname_000817,,,,0,,,,
50009,1,2,0,2000,0,2303.75,4618.15,180.51,3,,,,ART_Name_000818,ART_Subname_000818,,,,0,,,,
50010,1,2,0,2000,0,6644.15,7941.22,133.06,5,,,,ART_Name_000819,ART_Subname_000819,,,,0,,,,
50011,1,2,0,2501,0,451.62,257.35,141.39,3,,,,ART_Name_000820,ART_Subname_000820,,,,0,,,,
50012,1,2,0,2501,0,464.81,259.95,133.08,5,,,,ART_Name_000821,ART_Subname_000821,,,,0,,,,
50013,1,2,0,2000,0,6653.23,7940.48,133.66,3,,,,ART_Name_000822,ART_Subname_000822,,,,0,,,,
50014,1,2,0,2000,0,6403.08,7696.79,131.61,5,,,,ART_Name_000823,ART_Subname_000823,,,,0,,,,
50015,1,2,0,2501,0,258.57,62.19,132.72,3,,,,ART_Name_000824,ART_Subname_000824,,,,0,,,,
50016,1,2,0,2501,0,258.25,52.7,132.72,5,,,,ART_Name_000825,ART_Subname_000825,,,,0,,,,
50017,1,2,0,2000,0,6402.71,7686.66,133.35,3,,,,ART_Name_000826,ART_Subname_000826,,,,0,,,,
50020,1,2,0,1010,0,266.75,345.4,4.08,5,,,,ART_Name_000827,ART_Subname_000827,,,,0,,,,
50021,1,2,0,1010,0,229.39,479.7,48.73,10,,,,ART_Name_000828,ART_Subname_000828,,,,0,,,,
50022,1,2,0,1010,0,245.89,345.38,5.86,5,,,,ART_Name_000829,ART_Subname_000829,,,,0,,,,
50023,1,2,0,1010,0,285.7,479.42,48.73,10,,,,ART_Name_000830,ART_Subname_000830,,,,0,,,,
50024,1,2,0,1010,0,255.27,385.81,43.12,5,,,,ART_Name_000831,ART_Subname_000831,,,,0,,,,
50025,1,2,0,1010,0,255.25,285.95,-3.25,10,,,,ART_Name_000832,ART_Subname_000832,,,,0,,,,
50026,1,2,0,1008,0,133.76,255.64,-9.98,5,,,,ART_Name_000833,ART_Subname_000833,,,,0,,,,
50027,1,2,0,1008,0,182.49,255.49,-1.31,5,,,,ART_Name_000834,ART_Subname_000834,,,,0,,,,
50028,1,2,0,1011,0,154.07,276.98,7.12,5,,,,ART_Name_000835,ART_Subname_000835,,,,0,,,,
50029,1,2,0,1011,0,452.47,204.07,5.28,10,,,,ART_Name_000836,ART_Subname_000836,,,,0,,,,
50030,1,2,0,1011,0,356.49,233.82,6.96,5,,,,ART_Name_000837,ART_Subname_000837,,,,0,,,,
50031,1,2,0,1011,0,68.73,301.17,7.01,10,,,,ART_Name_000838,ART_Subname_000838,,,,0,,,,
50040,0,0,1,2000,0,1666.83,4538.03,84.43,18,,,,ART_Name_000839,ART_Subname_000839,红岩平原,可疑的坑,,0,3034|,3039|,3010|,3011|
50041,0,0,1,2000,0,1858.47,4226.53,107.1,18,,,,ART_Name_000840,ART_Subname_000840,红岩平原,可疑的坑,,0,3034|,3039|,3010|,3011|
50042,0,0,1,2000,0,1960.79,4071.03,129.02,15,,,,ART_Name_000841,ART_Subname_000841,红岩山坡,可疑的坑,,0,3034|,3039|,3010|,3011|
50043,0,0,1,2000,0,1257.47,3992.62,125.24,18,,,,ART_Name_000842,ART_Subname_000842,红岩荒芜地,可疑的坑,,0,3034|,3039|,3010|,3011|
50044,0,2,0,1005,0,256.01,221.86,165.33,10,,,,ART_Name_000843,ART_Subname_000843,,,,0,,,,
50045,0,2,0,1005,0,256.57,360.76,205.87,10,,,,ART_Name_000844,ART_Subname_000844,,,,0,,,,
50047,0,2,0,1006,0,425.63,91.17,135.15,10,,,,ART_Name_000845,ART_Subname_000845,,,,0,,,,
50048,0,2,0,1006,0,407.49,412.23,171.73,10,,,,ART_Name_000846,ART_Subname_000846,,,,0,,,,
50050,1,2,0,1009,0,121.25,499.85,58.12,5,,,,ART_Name_000847,ART_Subname_000847,,,,0,,,,
50051,1,2,0,1009,0,11.64,128.92,52.14,6,,,,ART_Name_000848,ART_Subname_000848,,,,0,,,,
50052,1,2,0,1009,0,11.94,162.64,57.93,5,,,,ART_Name_000849,ART_Subname_000849,,,,0,,,,
50053,1,2,0,1009,0,128.32,477.88,52.14,6,,,,ART_Name_000850,ART_Subname_000850,,,,0,,,,
50054,1,2,0,1009,0,386.66,12.88,57.96,5,,,,ART_Name_000851,ART_Subname_000851,,,,0,,,,
50055,1,0,0,1009,0,499.61,381.68,52.14,6,,,,ART_Name_000852,ART_Subname_000852,暗杀战 已到达2点钟方向,,,0,,,,
50056,1,2,0,1009,0,500.52,347.48,57.91,5,,,,ART_Name_000853,ART_Subname_000853,,,,0,,,,
50057,1,2,0,1009,0,380.3,35.05,52.14,6,,,,ART_Name_000854,ART_Subname_000854,,,,0,,,,
50058,1,2,0,4030,0,138.87,339.44,90.75,4,,,,ART_Name_000855,ART_Subname_000855,,,,0,,,,
50059,1,2,0,4030,0,88.06,314.39,90.87,5,,,,ART_Name_000856,ART_Subname_000856,,,,0,,,,
50060,1,2,0,4031,0,138.87,339.44,90.75,4,,,,ART_Name_000857,ART_Subname_000857,,,,0,,,,
50061,1,2,0,4031,0,88.06,314.39,90.87,5,,,,ART_Name_000858,ART_Subname_000858,,,,0,,,,
50062,1,2,0,4032,0,138.87,339.44,90.75,4,,,,ART_Name_000859,ART_Subname_000859,,,,0,,,,
50063,1,2,0,4032,0,88.06,314.39,90.87,5,,,,ART_Name_000860,ART_Subname_000860,,,,0,,,,
50064,1,2,0,4033,0,138.87,339.44,90.75,4,,,,ART_Name_000861,ART_Subname_000861,,,,0,,,,
50065,1,2,0,4033,0,88.06,314.39,90.87,5,,,,ART_Name_000862,ART_Subname_000862,,,,0,,,,
50066,1,2,0,4030,0,101.93,314.4,90.56,4,,,,ART_Name_000863,ART_Subname_000863,,,,0,,,,
50067,1,2,0,4030,0,110.12,314.46,90.25,3.5,,,,ART_Name_000864,ART_Subname_000864,,,,0,,,,
50068,1,2,0,4031,0,101.93,314.4,90.56,4,,,,ART_Name_000865,ART_Subname_000865,,,,0,,,,
50069,1,2,0,4031,0,110.12,314.46,90.25,3.5,,,,ART_Name_000866,ART_Subname_000866,,,,0,,,,
50070,1,2,0,4032,0,101.93,314.4,90.56,4,,,,ART_Name_000867,ART_Subname_000867,,,,0,,,,
50071,1,2,0,4032,0,110.12,314.46,90.25,3.5,,,,ART_Name_000868,ART_Subname_000868,,,,0,,,,
50072,1,2,0,4033,0,101.93,314.4,90.56,4,,,,ART_Name_000869,ART_Subname_000869,,,,0,,,,
50073,1,2,0,4033,0,110.12,314.46,90.25,3.5,,,,ART_Name_000870,ART_Subname_000870,,,,0,,,,
50074,1,2,0,2000,0,3343.18,3867.42,178.55,3,,,,ART_Name_000871,ART_Subname_000871,,,,0,,,,
50075,1,2,0,2000,0,3295.84,3703.78,74.67,5,,,,ART_Name_000872,ART_Subname_000872,,,,0,,,,
50076,1,2,0,2000,0,3308.98,3703.26,74.67,4,,,,ART_Name_000873,ART_Subname_000873,,,,0,,,,
50077,1,2,0,2000,0,3342.74,3857.69,178.53,5,,,,ART_Name_000874,ART_Subname_000874,,,,0,,,,
50078,1,2,0,2000,0,3372.94,3867.17,178.53,3,,,,ART_Name_000875,ART_Subname_000875,,,,0,,,,
50079,1,2,0,2000,0,3415.56,3661.91,70.51,4,,,,ART_Name_000876,ART_Subname_000876,,,,0,,,,
50080,1,2,0,2000,0,3407.41,3661.76,70.42,3,,,,ART_Name_000877,ART_Subname_000877,,,,0,,,,
50081,1,2,0,2000,0,3372.82,3857.1,178.53,5,,,,ART_Name_000878,ART_Subname_000878,,,,0,,,,
50082,1,0,1,2000,0,2815.97,4864,193.94,256,,,风之溪谷交易所,ART_Name_000879,ART_Subname_000879,愤怒的山脉：,风之溪谷,Sound/BGM/BGM_15.ogg|Sound/BGM/BGM_17.ogg,0,3020|4017|1010|,3021|4010|1011|,3022|4036|1010|,3023|
50083,1,0,1,2000,0,2816,4352,206.81,256,,,山脉商人营地,ART_Name_000880,ART_Subname_000880,愤怒的山脉：,灰色山脊,Sound/BGM/BGM_15.ogg|Sound/BGM/BGM_17.ogg,0,3020|4017|1010|,3021|4010|1011|,3022|1010|4036|,3023|
50084,1,0,1,2000,0,3328,4864,227.73,256,,,术士软禁村,ART_Name_000881,ART_Subname_000881,愤怒的山脉：,烧焦盆地,Sound/BGM/BGM_15.ogg|Sound/BGM/BGM_17.ogg,0,3059|4039|,3060|4040|,3061|4041|,3062|4042|
50085,1,0,1,2000,0,3840,4864,391.29,256,,,山脉勘探队禁地,ART_Name_000882,ART_Subname_000882,愤怒的山脉：,火焰发源地,Sound/BGM/BGM_15.ogg|Sound/BGM/BGM_26.ogg,0,3059|4039|2006|,3060|4040|2006|,3061|4041|2006|,3062|4042|2006|
50086,1,0,1,2000,0,3840,4352,234.19,256,,,3914.69|4238.65|261.73,ART_Name_000883,ART_Subname_000883,拜德大地：,莱奥恩哈特营地,Sound/BGM/BGM_21.ogg|Sound/BGM/BGM_27.ogg,0,3034|4030|2004|,3039|4031|2004|,3010|4032|2004|,3011|4033|2004|
50087,1,0,1,2000,0,3328,4352,179.41,256,,,3503.84|4538.94|188.96,ART_Name_000884,ART_Subname_000884,拜德大地：,绝望的平原,Sound/BGM/BGM_21.ogg|Sound/BGM/BGM_27.ogg,0,3034|4030|2004|,3039|4031|2004|,3010|4032|2004|,3011|4033|2004|
50088,1,0,1,2000,0,3328,3840,173.11,256,,,3294.46|3846.43|173.11,ART_Name_000885,ART_Subname_000885,拜德大地：,污浊的溪谷,Sound/BGM/BGM_21.ogg|Sound/BGM/BGM_27.ogg,0,3034|4030|2004|,3039|4031|2004|,3010|4032|2004|,3011|4033|2004|
50089,1,0,1,2000,0,3840,3840,261.1,256,,,4032.24|3840.66|236.91,ART_Name_000886,ART_Subname_000886,拜德大地：,克莱利斯营地,Sound/BGM/BGM_21.ogg|Sound/BGM/BGM_27.ogg,0,3034|4030|2004|,3039|4031|2004|,3010|4032|2004|,3011|4033|2004|
50090,1,0,1,2000,0,3840,3328,231.2,256,,,3679.63|3255.23|240.95,ART_Name_000887,ART_Subname_000887,拜德大地：,戴穆里申占领地,Sound/BGM/BGM_21.ogg|Sound/BGM/BGM_27.ogg,0,3034|4030|2004|,3039|4031|2004|,3010|4032|2004|,3011|4033|2004|
50091,1,0,1,2000,0,5890.42,7936.63,111.73,256,,,,ART_Name_000888,ART_Subname_000888,战士们的土地：,星星细语田野,Sound/BGM/BGM_23.ogg|Sound/BGM/BGM_24.ogg,0,3020|4048|,3021|1010|,3022|,3023|
50092,1,0,1,2000,0,5376,7936,121.79,256,,,,ART_Name_000889,ART_Subname_000889,战士们的土地：,灵魂瀑布,Sound/BGM/BGM_23.ogg|Sound/BGM/BGM_24.ogg,0,3020|4048|,3021|1010|,3022|,3023|
50093,1,0,1,2000,0,4864,8448,127.3,256,,,,ART_Name_000890,ART_Subname_000890,战士们的土地：,休憩的溪谷,Sound/BGM/BGM_23.ogg|Sound/BGM/BGM_24.ogg,0,3059|4039|,3060|4040|,3061|4041|,3062|4042|
50094,1,0,1,2000,0,5376,8448,243.62,256,,,,ART_Name_000891,ART_Subname_000891,战士们的土地：,红顶火山,Sound/BGM/BGM_23.ogg|Sound/BGM/BGM_26.ogg,0,3059|4039|2006|,3060|4040|2006|,3061|4041|2006|,3062|4042|2006|
50095,1,0,1,2000,0,4864,7936,119.99,256,,,4937.68|7992.45|143.90,ART_Name_000892,ART_Subname_000892,光之地下庭院：,花园之路,Sound/BGM/BGM_27.ogg|Sound/BGM/BGM_21.ogg,0,3020|4048|2007|,3021|4049|2007|,3022|4050|2007|,3023|4051|2007|
50096,1,0,1,2000,0,4864,7424,112.73,256,,,4844.48|7565.98|118.36,ART_Name_000893,ART_Subname_000893,光之地下庭院：,树林之路,Sound/BGM/BGM_27.ogg|Sound/BGM/BGM_21.ogg,0,3020|4048|2007|,3021|4049|2007|,3022|4050|2007|,3023|4051|2007|
50097,1,0,1,2000,0,5376,7424,97.89,256,,,5402.73|7386.43|94.55,ART_Name_000894,ART_Subname_000894,光之地下庭院：,石塔之路,Sound/BGM/BGM_27.ogg|Sound/BGM/BGM_21.ogg,0,3020|4048|2007|,3021|2007|4049|,3022|4050|2007|,3023|2007|4051|
50098,1,0,1,2000,0,5376,6912,81.85,256,,,5438.09|6906.38|83.29,ART_Name_000895,ART_Subname_000895,光之地下庭院：,喷泉之路,Sound/BGM/BGM_27.ogg|Sound/BGM/BGM_21.ogg,0,3020|4048|2007|,3021|4049|2007|,3022|4050|2007|,3023|4051|2007|
50099,1,0,1,2000,0,4864,6912,126.43,256,,,4760.24|6782.46|126.41,ART_Name_000896,ART_Subname_000896,光之地下庭院：,殿堂之路,Sound/BGM/BGM_27.ogg|Sound/BGM/BGM_21.ogg,0,3034|4030|1012|2008|,3039|4031|1010|,3010|4032|1010|,3011|4033|1012|2008|
50100,0,2,0,4000,0,340.13,309.65,-23.02,18,,,,ART_Name_000897,ART_Subname_000897,,,,0,,,,
50101,0,2,0,4001,0,340.13,309.65,-23.02,18,,,,ART_Name_000898,ART_Subname_000898,,,,0,,,,
50102,0,2,0,4002,0,340.13,309.65,-23.02,18,,,,ART_Name_000899,ART_Subname_000899,,,,0,,,,
50103,0,2,0,4003,0,340.13,309.65,-23.02,18,,,,ART_Name_000900,ART_Subname_000900,,,,0,,,,
50106,1,2,0,4460,0,479.92,432.1,103.4,8,,,,ART_Name_000901,ART_Subname_000901,,,,0,,,,
50107,1,2,0,4460,0,435.77,324.81,21.66,4,,,,ART_Name_000902,ART_Subname_000902,,,,0,,,,
50108,1,2,0,4460,0,427.35,324.72,21.87,4,,,,ART_Name_000903,ART_Subname_000903,,,,0,,,,
50109,1,2,0,4460,0,466.93,432.1,103.06,4,,,,ART_Name_000904,ART_Subname_000904,,,,0,,,,
50110,1,2,0,4461,0,479.92,432.1,103.4,8,,,,ART_Name_000905,ART_Subname_000905,,,,0,,,,
50111,1,2,0,4461,0,435.77,324.81,21.66,4,,,,ART_Name_000906,ART_Subname_000906,,,,0,,,,
50112,1,2,0,4461,0,427.35,324.72,21.87,4,,,,ART_Name_000907,ART_Subname_000907,,,,0,,,,
50113,1,2,0,4461,0,466.93,432.1,103.06,4,,,,ART_Name_000908,ART_Subname_000908,,,,0,,,,
50114,1,2,0,4462,0,479.92,432.1,103.4,8,,,,ART_Name_000909,ART_Subname_000909,,,,0,,,,
50115,1,2,0,4462,0,435.77,324.81,21.66,4,,,,ART_Name_000910,ART_Subname_000910,,,,0,,,,
50116,1,2,0,4462,0,427.35,324.72,21.87,4,,,,ART_Name_000911,ART_Subname_000911,,,,0,,,,
50117,1,2,0,4462,0,466.93,432.1,103.06,4,,,,ART_Name_000912,ART_Subname_000912,,,,0,,,,
50122,0,2,0,4070,0,310.94,332.18,6.06,5,,,,ART_Name_000913,ART_Subname_000913,,,,0,,,,
50123,0,2,0,4070,0,35.52,293.67,44.59,4,,,,ART_Name_000914,ART_Subname_000914,,,,0,,,,
50124,0,2,0,4070,0,28.42,301.52,41.59,7,,,,ART_Name_000915,ART_Subname_000915,,,,0,,,,
50125,0,2,0,4070,0,315.04,337.85,5.78,4,,,,ART_Name_000916,ART_Subname_000916,,,,0,,,,
50126,0,2,0,4071,0,310.94,332.18,6.06,5,,,,ART_Name_000917,ART_Subname_000917,,,,0,,,,
50127,0,2,0,4071,0,35.52,293.67,44.59,4,,,,ART_Name_000918,ART_Subname_000918,,,,0,,,,
50128,0,2,0,4071,0,28.42,301.52,41.59,7,,,,ART_Name_000919,ART_Subname_000919,,,,0,,,,
50129,0,2,0,4071,0,315.04,337.85,5.78,4,,,,ART_Name_000920,ART_Subname_000920,,,,0,,,,
50130,0,2,0,4072,0,310.94,332.18,6.06,5,,,,ART_Name_000921,ART_Subname_000921,,,,0,,,,
50131,0,2,0,4072,0,35.52,293.67,44.59,4,,,,ART_Name_000922,ART_Subname_000922,,,,0,,,,
50132,0,2,0,4072,0,28.42,301.52,41.59,7,,,,ART_Name_000923,ART_Subname_000923,,,,0,,,,
50133,0,2,0,4072,0,315.04,337.85,5.78,4,,,,ART_Name_000924,ART_Subname_000924,,,,0,,,,
50138,0,2,0,4070,0,275.98,149.39,13.92,5,,,,ART_Name_000925,ART_Subname_000925,,,,0,,,,
50139,0,2,0,4070,0,220.12,202.55,-48.02,3.5,,,,ART_Name_000926,ART_Subname_000926,,,,0,,,,
50140,1,2,0,4070,0,227.81,202.69,-47.71,5,,,,ART_Name_000927,ART_Subname_000927,,,,0,,,,
50141,0,2,0,4070,0,279.29,141.99,13.08,4,,,,ART_Name_000928,ART_Subname_000928,,,,0,,,,
50142,0,2,0,4071,0,277.55,147.82,13.92,5,,,,ART_Name_000929,ART_Subname_000929,,,,0,,,,
50143,0,2,0,4071,0,220.12,202.55,-48.02,3.5,,,,ART_Name_000930,ART_Subname_000930,,,,0,,,,
50144,1,2,0,4071,0,227.81,202.69,-47.71,5,,,,ART_Name_000931,ART_Subname_000931,,,,0,,,,
50145,0,2,0,4071,0,279.47,141.48,13.08,4,,,,ART_Name_000932,ART_Subname_000932,,,,0,,,,
50146,0,2,0,4072,0,277.44,147.87,13.92,5,,,,ART_Name_000933,ART_Subname_000933,,,,0,,,,
50147,0,2,0,4072,0,220.12,202.55,-48.02,3.5,,,,ART_Name_000934,ART_Subname_000934,,,,0,,,,
50148,1,2,0,4072,0,227.81,202.69,-47.71,5,,,,ART_Name_000935,ART_Subname_000935,,,,0,,,,
50149,0,2,0,4072,0,279.29,141.99,13.08,4,,,,ART_Name_000936,ART_Subname_000936,,,,0,,,,
50158,0,2,0,4470,0,93.72,385.46,3.04,5,,,,ART_Name_000937,ART_Subname_000937,,,,0,,,,
50159,0,2,0,4470,0,481.75,62.94,9.66,5,,,,ART_Name_000938,ART_Subname_000938,,,,0,,,,
50160,0,2,0,4470,0,448.12,63.21,8.55,5,,,,ART_Name_000939,ART_Subname_000939,,,,0,,,,
50161,1,2,0,4470,0,94.66,398.55,3.09,6,,,,ART_Name_000940,ART_Subname_000940,,,,0,,,,
50162,0,2,0,4471,0,93.72,385.46,3.04,5,,,,ART_Name_000941,ART_Subname_000941,,,,0,,,,
50163,0,2,0,4471,0,481.75,62.94,9.66,5,,,,ART_Name_000942,ART_Subname_000942,,,,0,,,,
50164,0,2,0,4471,0,448.12,63.21,8.55,5,,,,ART_Name_000943,ART_Subname_000943,,,,0,,,,
50165,1,2,0,4471,0,94.66,398.55,3.09,6,,,,ART_Name_000944,ART_Subname_000944,,,,0,,,,
50166,0,2,0,4472,0,93.72,385.46,3.04,5,,,,ART_Name_000945,ART_Subname_000945,,,,0,,,,
50167,0,2,0,4472,0,481.75,62.94,9.66,5,,,,ART_Name_000946,ART_Subname_000946,,,,0,,,,
50168,0,2,0,4472,0,448.12,63.21,8.55,5,,,,ART_Name_000947,ART_Subname_000947,,,,0,,,,
50169,1,2,0,4472,0,94.66,398.55,3.09,6,,,,ART_Name_000948,ART_Subname_000948,,,,0,,,,
50174,1,0,1,2000,0,2062.76,4847.48,162.51,64,,,,ART_Name_000949,ART_Subname_000949,斯蒂尔普瑞斯,西门,,0,3000|,3001|,3002|,3003|
50175,1,0,1,2000,0,2303.26,4650.12,162.51,64,,,,ART_Name_000950,ART_Subname_000950,斯蒂尔普瑞斯,南门,,0,3020|,3021|,3022|,3023|
50176,1,0,1,2000,0,2815.97,4864,193.94,256,,,,ART_Name_000951,ART_Subname_000951,斯蒂尔普瑞斯,东门,,0,4039|3059|,4040|3060|,4041|3061|,4042|3062|
50177,1,0,1,2000,0,6145.5,7939.87,121.95,64,,,,ART_Name_000952,ART_Subname_000952,班迪路娜,西门,,0,3020|,3021|1010|,3022|,3023|
50178,1,0,1,2000,0,6405.08,7679.37,120.57,64,,,,ART_Name_000953,ART_Subname_000953,班迪路娜,南门,,0,3015|4017|2004|,3016|4016|,3017|4014|,3018|4015|
50179,1,0,1,2000,0,6664.89,7939.84,117.62,64,,,,ART_Name_000954,ART_Subname_000954,班迪路娜,东门,,0,3000|,3001|,3002|,3003|
50180,0,2,0,4480,0,108.38,302.72,97.06,5,,,,ART_Name_000955,ART_Subname_000955,,,,0,,,,
50181,1,2,0,4480,0,77.72,467.83,146.62,7,,,,ART_Name_000956,ART_Subname_000956,,,,0,,,,
50182,1,2,0,4480,0,59.75,467.52,146.63,7,,,,ART_Name_000957,ART_Subname_000957,,,,0,,,,
50183,0,2,0,4480,0,112.44,342.2,97.17,5,,,,ART_Name_000958,ART_Subname_000958,,,,0,,,,
50184,0,2,0,4481,0,125.39,339.1,97.37,5,,,,ART_Name_000959,ART_Subname_000959,,,,0,,,,
50185,0,2,0,4481,0,53.71,449.75,146.95,3,,,,ART_Name_000960,ART_Subname_000960,,,,0,,,,
50186,0,2,0,4481,0,46.58,441.74,147.16,3,,,,ART_Name_000961,ART_Subname_000961,,,,0,,,,
50187,0,2,0,4481,0,108.68,342.64,97.16,5,,,,ART_Name_000962,ART_Subname_000962,,,,0,,,,
50188,0,2,0,4482,0,108.3,342.61,97.18,5,,,,ART_Name_000963,ART_Subname_000963,,,,0,,,,
50189,0,2,0,4482,0,53.24,448.39,146.99,5,,,,ART_Name_000964,ART_Subname_000964,,,,0,,,,
50190,0,2,0,4482,0,46.04,440.23,147.21,3,,,,ART_Name_000965,ART_Subname_000965,,,,0,,,,
