ID,MediaPath,Bone,MPartsFace,MPartsEyeball,MPartsHair,MPartsHelm,MPartsBody,MPartsHand,MPartsLegs,MPartsFoot,MPartsCape,LHandWeapon,RHandWeapon,ItemMeshScale,StepLOD_01,StepLOD_02,StepLOD_03,StepLOD_04,StepLOD_05,EffectCreate,HitEffectKind,FourFoot
50010,Model,02002.kfm,p_h_m_face_0401_lod.bif,p_h_m_eyes_0004_lod.bif,p_h_m_hair_0004_lod.nif,p_h_06_i_m_helm_lod.nif,p_h_06_i_m_body_lod.nif,p_h_06_i_m_hand_lod.nif,,p_h_06_i_m_foot_lod.nif,,0|p_w_shld_09_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50011,Model,02003.kfm,p_h_m_face_0402_lod.bif,p_h_m_eyes_0005_lod.bif,p_h_m_hair_0005_lod.nif,p_h_06_i_m_helm_lod.nif,p_h_06_i_m_body_lod.nif,p_h_06_i_m_hand_lod.nif,,p_h_06_i_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50100,Model,02000.kfm,p_h_m_face_0100_lod.nif,p_h_m_eyes_0000_lod.nif,p_h_m_hair_0000_lod.nif,p_h_01_d_m_helm_lod.nif,p_h_01_d_m_body_lod.bif,p_h_01_d_m_hand_lod.bif,,p_h_01_d_m_foot_lod.bif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50101,Model,02001.kfm,p_h_m_face_0101_lod.bif,p_h_m_eyes_0001_lod.bif,p_h_m_hair_0001_lod.nif,p_h_01_e_m_helm_lod.nif,p_h_01_e_m_body_lod.nif,p_h_01_e_m_hand_lod.nif,,p_h_01_e_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50102,Model,02002.kfm,p_h_m_face_0102_lod.bif,p_h_m_eyes_0002_lod.bif,p_h_m_hair_0002_lod.nif,p_h_02_e_m_helm_lod.nif,p_h_02_e_m_body_lod.nif,p_h_02_e_m_hand_lod.nif,,p_h_02_e_m_foot_lod.nif,,0|p_w_shld_03_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50103,Model,02003.kfm,p_h_m_face_0200_lod.nif,p_h_m_eyes_0003_lod.bif,p_h_m_hair_0003_lod.nif,p_h_02_f_m_helm_lod.nif,p_h_02_f_m_body_lod.nif,p_h_02_f_m_hand_lod.nif,,p_h_02_f_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50104,Model,02000.kfm,p_h_m_face_0201_lod.bif,p_h_m_eyes_0004_lod.bif,p_h_m_hair_0004_lod.nif,p_h_03_e_m_helm_lod.nif,p_h_03_e_m_body_lod.nif,p_h_03_e_m_hand_lod.nif,,p_h_03_e_m_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50105,Model,02001.kfm,p_h_m_face_0202_lod.bif,p_h_m_eyes_0005_lod.bif,p_h_m_hair_0005_lod.nif,p_h_03_f_m_helm_lod.nif,p_h_03_f_m_body_lod.nif,p_h_03_f_m_hand_lod.nif,,p_h_03_f_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50106,Model,02002.kfm,p_h_m_face_0300_lod.nif,p_h_m_eyes_0000_lod.nif,p_h_m_hair_0006_lod.nif,p_h_04_e_m_helm_lod.nif,p_h_04_e_m_body_lod.nif,p_h_04_e_m_hand_lod.nif,,p_h_04_e_m_foot_lod.nif,,0|p_w_shld_06_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50107,Model,02003.kfm,p_h_m_face_0301_lod.bif,p_h_m_eyes_0001_lod.bif,p_h_m_hair_0007_lod.nif,p_h_04_f_m_helm_lod.nif,p_h_04_f_m_body_lod.nif,p_h_04_f_m_hand_lod.nif,,p_h_04_f_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50108,Model,02000.kfm,p_h_m_face_0302_lod.bif,p_h_m_eyes_0002_lod.bif,p_h_m_hair_0008_lod.nif,p_h_05_e_m_helm_lod.nif,p_h_05_e_m_body_lod.nif,p_h_05_e_m_hand_lod.nif,,p_h_05_e_m_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50109,Model,02001.kfm,p_h_m_face_0400_lod.nif,p_h_m_eyes_0003_lod.bif,p_h_m_hair_0009_lod.nif,p_h_05_f_m_helm_lod.nif,p_h_05_f_m_body_lod.nif,p_h_05_f_m_hand_lod.nif,,p_h_05_f_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50110,Model,02002.kfm,p_h_m_face_0401_lod.bif,p_h_m_eyes_0004_lod.bif,p_h_m_hair_0004_lod.nif,p_h_06_f_m_helm_lod.nif,p_h_06_f_m_body_lod.nif,p_h_06_f_m_hand_lod.nif,,p_h_06_f_m_foot_lod.nif,,0|p_w_shld_09_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50111,Model,02003.kfm,p_h_m_face_0402_lod.bif,p_h_m_eyes_0005_lod.bif,p_h_m_hair_0005_lod.nif,p_h_06_f_m_helm_lod.nif,p_h_06_f_m_body_lod.nif,p_h_06_f_m_hand_lod.nif,,p_h_06_f_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50200,Model,02000.kfm,p_h_m_face_0100_lod.nif,p_h_m_eyes_0000_lod.nif,p_h_m_hair_0000_lod.nif,p_h_01_a_m_helm_lod.nif,p_h_01_a_m_body_lod.nif,p_h_01_a_m_hand_lod.nif,,p_h_01_a_m_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50201,Model,02001.kfm,p_h_m_face_0101_lod.bif,p_h_m_eyes_0001_lod.bif,p_h_m_hair_0001_lod.nif,p_h_01_b_m_helm_lod.nif,p_h_01_b_m_body_lod.nif,p_h_01_b_m_hand_lod.nif,,p_h_01_b_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50202,Model,02002.kfm,p_h_m_face_0102_lod.bif,p_h_m_eyes_0002_lod.bif,p_h_m_hair_0002_lod.nif,p_h_02_b_m_helm_lod.nif,p_h_02_b_m_body_lod.nif,p_h_02_b_m_hand_lod.nif,,p_h_02_b_m_foot_lod.nif,,0|p_w_shld_03_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50203,Model,02003.kfm,p_h_m_face_0200_lod.nif,p_h_m_eyes_0003_lod.bif,p_h_m_hair_0003_lod.nif,p_h_02_c_m_helm_lod.nif,p_h_02_c_m_body_lod.nif,p_h_02_c_m_hand_lod.nif,,p_h_02_c_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50204,Model,02000.kfm,p_h_m_face_0201_lod.bif,p_h_m_eyes_0004_lod.bif,p_h_m_hair_0004_lod.nif,p_h_03_b_m_helm_lod.nif,p_h_03_b_m_body_lod.nif,p_h_03_b_m_hand_lod.nif,,p_h_03_b_m_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50205,Model,02001.kfm,p_h_m_face_0202_lod.bif,p_h_m_eyes_0005_lod.bif,p_h_m_hair_0005_lod.nif,p_h_03_c_m_helm_lod.nif,p_h_03_c_m_body_lod.nif,p_h_03_c_m_hand_lod.nif,,p_h_03_c_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50206,Model,02002.kfm,p_h_m_face_0300_lod.nif,p_h_m_eyes_0000_lod.nif,p_h_m_hair_0006_lod.nif,p_h_04_b_m_helm_lod.nif,p_h_04_b_m_body_lod.nif,p_h_04_b_m_hand_lod.nif,,p_h_04_b_m_foot_lod.nif,,0|p_w_shld_06_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50207,Model,02003.kfm,p_h_m_face_0301_lod.bif,p_h_m_eyes_0001_lod.bif,p_h_m_hair_0007_lod.nif,p_h_04_c_m_helm_lod.nif,p_h_04_c_m_body_lod.nif,p_h_04_c_m_hand_lod.nif,,p_h_04_c_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50208,Model,02000.kfm,p_h_m_face_0302_lod.bif,p_h_m_eyes_0002_lod.bif,p_h_m_hair_0008_lod.nif,p_h_05_b_m_helm_lod.nif,p_h_05_b_m_body_lod.nif,p_h_05_b_m_hand_lod.nif,,p_h_05_b_m_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50209,Model,02001.kfm,p_h_m_face_0400_lod.nif,p_h_m_eyes_0003_lod.bif,p_h_m_hair_0009_lod.nif,p_h_05_c_m_helm_lod.nif,p_h_05_c_m_body_lod.nif,p_h_05_c_m_hand_lod.nif,,p_h_05_c_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50210,Model,02002.kfm,p_h_m_face_0401_lod.bif,p_h_m_eyes_0004_lod.bif,p_h_m_hair_0004_lod.nif,p_h_06_c_m_helm_lod.nif,p_h_06_c_m_body_lod.nif,p_h_06_c_m_hand_lod.nif,,p_h_06_c_m_foot_lod.nif,,0|p_w_shld_09_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50211,Model,02003.kfm,p_h_m_face_0402_lod.bif,p_h_m_eyes_0005_lod.bif,p_h_m_hair_0005_lod.nif,p_h_06_c_m_helm_lod.nif,p_h_06_c_m_body_lod.nif,p_h_06_c_m_hand_lod.nif,,p_h_06_c_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50500,Model,02004.kfm,p_h_f_face_0100_lod.nif,p_h_f_eyes_0000_lod.nif,p_h_f_hair_0000_lod.nif,p_h_01_g_f_helm_lod.nif,p_h_01_g_f_body_lod.bif,p_h_01_g_f_hand_lod.bif,,p_h_01_g_f_foot_lod.bif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50501,Model,02005.kfm,p_h_f_face_0101_lod.bif,p_h_f_eyes_0001_lod.bif,p_h_f_hair_0001_lod.nif,p_h_01_h_f_helm_lod.nif,p_h_01_h_f_body_lod.nif,p_h_01_h_f_hand_lod.nif,,p_h_01_h_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50502,Model,02006.kfm,p_h_f_face_0102_lod.bif,p_h_f_eyes_0002_lod.bif,p_h_f_hair_0002_lod.nif,p_h_02_h_f_helm_lod.nif,p_h_02_h_f_body_lod.nif,p_h_02_h_f_hand_lod.nif,,p_h_02_h_f_foot_lod.nif,,0|p_w_shld_03_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50503,Model,02007.kfm,p_h_f_face_0200_lod.nif,p_h_f_eyes_0003_lod.bif,p_h_f_hair_0003_lod.nif,p_h_02_i_f_helm_lod.nif,p_h_02_i_f_body_lod.nif,p_h_02_i_f_hand_lod.nif,,p_h_02_i_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50504,Model,02004.kfm,p_h_f_face_0201_lod.bif,p_h_f_eyes_0004_lod.bif,p_h_f_hair_0004_lod.nif,p_h_03_h_f_helm_lod.nif,p_h_03_h_f_body_lod.nif,p_h_03_h_f_hand_lod.nif,,p_h_03_h_f_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50505,Model,02005.kfm,p_h_f_face_0202_lod.bif,p_h_f_eyes_0005_lod.bif,p_h_f_hair_0005_lod.nif,p_h_03_i_f_helm_lod.nif,p_h_03_i_f_body_lod.nif,p_h_03_i_f_hand_lod.nif,,p_h_03_i_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50506,Model,02006.kfm,p_h_f_face_0300_lod.nif,p_h_f_eyes_0000_lod.nif,p_h_f_hair_0006_lod.nif,p_h_04_h_f_helm_lod.nif,p_h_04_h_f_body_lod.nif,p_h_04_h_f_hand_lod.nif,,p_h_04_h_f_foot_lod.nif,,0|p_w_shld_06_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50507,Model,02007.kfm,p_h_f_face_0301_lod.bif,p_h_f_eyes_0001_lod.bif,p_h_f_hair_0007_lod.nif,p_h_04_i_f_helm_lod.nif,p_h_04_i_f_body_lod.nif,p_h_04_i_f_hand_lod.nif,,p_h_04_i_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50508,Model,02004.kfm,p_h_f_face_0302_lod.bif,p_h_f_eyes_0002_lod.bif,p_h_f_hair_0008_lod.nif,p_h_05_h_f_helm_lod.nif,p_h_05_h_f_body_lod.nif,p_h_05_h_f_hand_lod.nif,,p_h_05_h_f_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50509,Model,02005.kfm,p_h_f_face_0400_lod.nif,p_h_f_eyes_0003_lod.bif,p_h_f_hair_0009_lod.nif,p_h_05_i_f_helm_lod.nif,p_h_05_i_f_body_lod.nif,p_h_05_i_f_hand_lod.nif,,p_h_05_i_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50510,Model,02006.kfm,p_h_f_face_0401_lod.bif,p_h_f_eyes_0004_lod.bif,p_h_f_hair_0005_lod.nif,p_h_06_i_f_helm_lod.nif,p_h_06_i_f_body_lod.nif,p_h_06_i_f_hand_lod.nif,,p_h_06_i_f_foot_lod.nif,,0|p_w_shld_09_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50511,Model,02007.kfm,p_h_f_face_0402_lod.bif,p_h_f_eyes_0005_lod.bif,p_h_f_hair_0006_lod.nif,p_h_06_i_f_helm_lod.nif,p_h_06_i_f_body_lod.nif,p_h_06_i_f_hand_lod.nif,,p_h_06_i_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50600,Model,02004.kfm,p_h_f_face_0100_lod.nif,p_h_f_eyes_0000_lod.nif,p_h_f_hair_0000_lod.nif,p_h_01_d_f_helm_lod.nif,p_h_01_d_f_body_lod.bif,p_h_01_d_f_hand_lod.bif,,p_h_01_d_f_foot_lod.bif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50601,Model,02005.kfm,p_h_f_face_0101_lod.bif,p_h_f_eyes_0001_lod.bif,p_h_f_hair_0001_lod.nif,p_h_01_e_f_helm_lod.nif,p_h_01_e_f_body_lod.nif,p_h_01_e_f_hand_lod.nif,,p_h_01_e_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50602,Model,02006.kfm,p_h_f_face_0102_lod.bif,p_h_f_eyes_0002_lod.bif,p_h_f_hair_0002_lod.nif,p_h_02_e_f_helm_lod.nif,p_h_02_e_f_body_lod.nif,p_h_02_e_f_hand_lod.nif,,p_h_02_e_f_foot_lod.nif,,0|p_w_shld_03_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50603,Model,02007.kfm,p_h_f_face_0200_lod.nif,p_h_f_eyes_0003_lod.bif,p_h_f_hair_0003_lod.nif,p_h_02_f_f_helm_lod.nif,p_h_02_f_f_body_lod.nif,p_h_02_f_f_hand_lod.nif,,p_h_02_f_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50604,Model,02004.kfm,p_h_f_face_0201_lod.bif,p_h_f_eyes_0004_lod.bif,p_h_f_hair_0004_lod.nif,p_h_03_e_f_helm_lod.nif,p_h_03_e_f_body_lod.nif,p_h_03_e_f_hand_lod.nif,,p_h_03_e_f_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50605,Model,02005.kfm,p_h_f_face_0202_lod.bif,p_h_f_eyes_0005_lod.bif,p_h_f_hair_0005_lod.nif,p_h_03_f_f_helm_lod.nif,p_h_03_f_f_body_lod.nif,p_h_03_f_f_hand_lod.nif,,p_h_03_f_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50606,Model,02006.kfm,p_h_f_face_0300_lod.nif,p_h_f_eyes_0000_lod.nif,p_h_f_hair_0006_lod.nif,p_h_04_e_f_helm_lod.nif,p_h_04_e_f_body_lod.nif,p_h_04_e_f_hand_lod.nif,,p_h_04_e_f_foot_lod.nif,,0|p_w_shld_06_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50607,Model,02007.kfm,p_h_f_face_0301_lod.bif,p_h_f_eyes_0001_lod.bif,p_h_f_hair_0007_lod.nif,p_h_04_f_f_helm_lod.nif,p_h_04_f_f_body_lod.nif,p_h_04_f_f_hand_lod.nif,,p_h_04_f_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50608,Model,02004.kfm,p_h_f_face_0302_lod.bif,p_h_f_eyes_0002_lod.bif,p_h_f_hair_0008_lod.nif,p_h_05_e_f_helm_lod.nif,p_h_05_e_f_body_lod.nif,p_h_05_e_f_hand_lod.nif,,p_h_05_e_f_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50609,Model,02005.kfm,p_h_f_face_0400_lod.nif,p_h_f_eyes_0003_lod.bif,p_h_f_hair_0009_lod.nif,p_h_05_f_f_helm_lod.nif,p_h_05_f_f_body_lod.nif,p_h_05_f_f_hand_lod.nif,,p_h_05_f_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50610,Model,02006.kfm,p_h_f_face_0401_lod.bif,p_h_f_eyes_0004_lod.bif,p_h_f_hair_0005_lod.nif,p_h_06_f_f_helm_lod.nif,p_h_06_f_f_body_lod.nif,p_h_06_f_f_hand_lod.nif,,p_h_06_f_f_foot_lod.nif,,0|p_w_shld_09_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50611,Model,02007.kfm,p_h_f_face_0402_lod.bif,p_h_f_eyes_0005_lod.bif,p_h_f_hair_0006_lod.nif,p_h_06_f_f_helm_lod.nif,p_h_06_f_f_body_lod.nif,p_h_06_f_f_hand_lod.nif,,p_h_06_f_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50700,Model,02004.kfm,p_h_f_face_0100_lod.nif,p_h_f_eyes_0000_lod.nif,p_h_f_hair_0000_lod.nif,p_h_01_a_f_helm_lod.nif,p_h_01_a_f_body_lod.nif,p_h_01_a_f_hand_lod.nif,,p_h_01_a_f_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50701,Model,02005.kfm,p_h_f_face_0101_lod.bif,p_h_f_eyes_0001_lod.bif,p_h_f_hair_0001_lod.nif,p_h_01_b_f_helm_lod.nif,p_h_01_b_f_body_lod.nif,p_h_01_b_f_hand_lod.nif,,p_h_01_b_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50702,Model,02006.kfm,p_h_f_face_0102_lod.bif,p_h_f_eyes_0002_lod.bif,p_h_f_hair_0002_lod.nif,p_h_02_b_f_helm_lod.nif,p_h_02_b_f_body_lod.nif,p_h_02_b_f_hand_lod.nif,,p_h_02_b_f_foot_lod.nif,,0|p_w_shld_03_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50703,Model,02007.kfm,p_h_f_face_0200_lod.nif,p_h_f_eyes_0003_lod.bif,p_h_f_hair_0003_lod.nif,p_h_02_c_f_helm_lod.nif,p_h_02_c_f_body_lod.nif,p_h_02_c_f_hand_lod.nif,,p_h_02_c_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50704,Model,02004.kfm,p_h_f_face_0201_lod.bif,p_h_f_eyes_0004_lod.bif,p_h_f_hair_0004_lod.nif,p_h_03_b_f_helm_lod.nif,p_h_03_b_f_body_lod.nif,p_h_03_b_f_hand_lod.nif,,p_h_03_b_f_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50705,Model,02005.kfm,p_h_f_face_0202_lod.bif,p_h_f_eyes_0005_lod.bif,p_h_f_hair_0005_lod.nif,p_h_03_c_f_helm_lod.nif,p_h_03_c_f_body_lod.nif,p_h_03_c_f_hand_lod.nif,,p_h_03_c_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50706,Model,02006.kfm,p_h_f_face_0300_lod.nif,p_h_f_eyes_0000_lod.nif,p_h_f_hair_0006_lod.nif,p_h_04_b_f_helm_lod.nif,p_h_04_b_f_body_lod.nif,p_h_04_b_f_hand_lod.nif,,p_h_04_b_f_foot_lod.nif,,0|p_w_shld_06_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50707,Model,02007.kfm,p_h_f_face_0301_lod.bif,p_h_f_eyes_0001_lod.bif,p_h_f_hair_0007_lod.nif,p_h_04_c_f_helm_lod.nif,p_h_04_c_f_body_lod.nif,p_h_04_c_f_hand_lod.nif,,p_h_04_c_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50708,Model,02004.kfm,p_h_f_face_0302_lod.bif,p_h_f_eyes_0002_lod.bif,p_h_f_hair_0008_lod.nif,p_h_05_b_f_helm_lod.nif,p_h_05_b_f_body_lod.nif,p_h_05_b_f_hand_lod.nif,,p_h_05_b_f_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50709,Model,02005.kfm,p_h_f_face_0400_lod.nif,p_h_f_eyes_0003_lod.bif,p_h_f_hair_0009_lod.nif,p_h_05_c_f_helm_lod.nif,p_h_05_c_f_body_lod.nif,p_h_05_c_f_hand_lod.nif,,p_h_05_c_f_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50710,Model,02006.kfm,p_h_f_face_0401_lod.bif,p_h_f_eyes_0004_lod.bif,p_h_f_hair_0005_lod.nif,p_h_06_c_f_helm_lod.nif,p_h_06_c_f_body_lod.nif,p_h_06_c_f_hand_lod.nif,,p_h_06_c_f_foot_lod.nif,,0|p_w_shld_09_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50711,Model,02007.kfm,p_h_f_face_0402_lod.bif,p_h_f_eyes_0005_lod.bif,p_h_f_hair_0006_lod.nif,p_h_06_c_f_helm_lod.nif,p_h_06_c_f_body_lod.nif,p_h_06_c_f_hand_lod.nif,,p_h_06_c_f_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
53000,Model,02030.kfm,p_o_m_face_0100_lod.nif,p_o_m_eyes_0000_lod.nif,p_o_m_hair_0000_lod.nif,p_o_01_g_m_helm_lod.nif,p_o_01_g_m_body_lod.bif,p_o_01_g_m_hand_lod.bif,,p_o_01_g_m_foot_lod.bif,,3|p_w_taxe_03_all_lod.nif,,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
53001,Model,02031.kfm,p_o_m_face_0101_lod.bif,p_o_m_eyes_0001_lod.bif,p_o_m_hair_0001_lod.nif,p_o_01_h_m_helm_lod.nif,p_o_01_h_m_body_lod.nif,p_o_01_h_m_hand_lod.nif,,p_o_01_h_m_foot_lod.nif,,4|p_w_tbow_03_all_lod.nif,,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
53002,Model,02032.kfm,p_o_m_face_0102_lod.bif,p_o_m_eyes_0002_lod.bif,p_o_m_hair_0002_lod.nif,p_o_02_h_m_helm_lod.nif,p_o_02_h_m_body_lod.nif,p_o_02_h_m_hand_lod.nif,,p_o_02_h_m_foot_lod.nif,,0|p_w_shle_03_lft_lod.nif,1|p_w_lanc_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
53003,Model,02033.kfm,p_o_m_face_0200_lod.nif,p_o_m_eyes_0003_lod.bif,p_o_m_hair_0003_lod.nif,p_o_02_i_m_helm_lod.nif,p_o_02_i_m_body_lod.nif,p_o_02_i_m_hand_lod.nif,,p_o_02_i_m_foot_lod.nif,,,13|p_w_twan_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
53004,Model,02030.kfm,p_o_m_face_0201_lod.bif,p_o_m_eyes_0004_lod.bif,p_o_m_hair_0004_lod.nif,p_o_03_h_m_helm_lod.nif,p_o_03_h_m_body_lod.nif,p_o_03_h_m_hand_lod.nif,,p_o_03_h_m_foot_lod.nif,,3|p_w_taxe_03_all_lod.nif,,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
