TID,Comment,ReqTotal,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,EngDesc,LocalDesc
10060,1名誉的饰品(Lv.42),2,0,0,0,0,0,732,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大732生命，生命回复+29
10061,1名誉的饰品(Lv.42),3,0,0,0,0,0,732,29,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+42物理攻击
10066,2名誉的饰品(Lv.42),2,0,0,0,0,0,0,0,0,585,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大585点法力值，法力值+12
10067,2名誉的饰品(Lv.42),3,0,0,0,0,0,0,0,0,585,12,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+42魔法攻击
10070,1名誉的饰品(Lv.45),2,0,0,0,0,0,784,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大784生命，生命回复+31
10071,1名誉的饰品(Lv.45),3,0,0,0,0,0,784,31,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+45物理攻击
10076,2名誉的饰品(Lv.45),2,0,0,0,0,0,0,0,0,627,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大627点法力值，法力值+13
10077,2名誉的饰品(Lv.45),3,0,0,0,0,0,0,0,0,627,13,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+45魔法攻击
10080,1名誉的饰品(Lv.47),2,0,0,0,0,0,819,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大819生命，生命回复+33
10081,1名誉的饰品(Lv.47),3,0,0,0,0,0,819,33,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+47物理攻击
10086,2名誉的饰品(Lv.47),2,0,0,0,0,0,0,0,0,655,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大655点法力值，法力值+13
10087,2名誉的饰品(Lv.47),3,0,0,0,0,0,0,0,0,655,13,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+47魔法攻击
10090,1名誉的饰品(Lv.50),2,0,0,0,0,0,871,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大871生命，生命回复+35
10091,1名誉的饰品(Lv.50),3,0,0,0,0,0,871,35,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+50物理攻击
10096,2名誉的饰品(Lv.50),2,0,0,0,0,0,0,0,0,697,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大697点法力值，法力值+14
10097,2名誉的饰品(Lv.50),3,0,0,0,0,0,0,0,0,697,14,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+50魔法攻击
10100,1名誉的饰品(Lv.51),2,0,0,0,0,0,906,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大906生命，生命回复+36
10101,1名誉的饰品(Lv.51),3,0,0,0,0,0,906,36,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+52物理攻击
10106,2名誉的饰品(Lv.51),2,0,0,0,0,0,0,0,0,725,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大725点法力值，法力值+14
10107,2名誉的饰品(Lv.51),3,0,0,0,0,0,0,0,0,725,14,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+52魔法攻击
10110,1名誉的饰品(Lv.55),2,0,0,0,0,0,958,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大958生命，生命回复+38
10111,1名誉的饰品(Lv.55),3,0,0,0,0,0,958,38,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+55物理攻击
10116,2名誉的饰品(Lv.55),2,0,0,0,0,0,0,0,0,766,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大766点法力值，法力值+15
10117,2名誉的饰品(Lv.55),3,0,0,0,0,0,0,0,0,766,15,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+55魔法攻击
