TID,Position,String,EngContents,LocalContents,System_Voice,FontColor,FontSize,Comment
10734,0,MSG_TUTORIAL_TRADE_AUCTION_UPLOAD,MST_Contents_001349,拍卖场注册窗口./n /n最多可注册10个物品.,,"255,255,255",10,拍卖场注册窗口UI说明
10735,0,MSG_TUTORIAL_TRADE_AUCTION_RELOAD,MST_Contents_001350,"拍卖场清算窗口./n /n可以获得已卖出的物品金额,/n流标的物品. ",,"255,255,255",10,拍卖场结算窗口UI说明
10736,0,MSG_TUTORIAL_TRADE_SHOP_BUY,MST_Contents_001351,商店买入/卖出窗口./n /n可以买入/卖出物品.,,"255,255,255",10,商店买入/卖出窗口UI说明
10737,0,MSG_TUTORIAL_TRADE_SHOP_REBUY,MST_Contents_001352,商店回购窗口./n /n可以重新买回在商店卖出的物品./n总共可以储藏10个.,,"255,255,255",10,商店回购窗口UI说明
10738,0,MSG_TUTORIAL_QUEST_MINIBAR,MST_Contents_001353,"接受任务时,在任务公告中完成注册./n选择任务内容，就可以向相关地点自动移动.",,"255,255,255",10,任务公告窗口UI说明
10739,0,MSG_TUTORIAL_MOVE_WORLDMAP,MST_Contents_001354,在世界地图中点击想要去的地点/n就可以向相关地点自动移动了.,,"255,255,255",10,worldmap窗口UI说明
10740,0,MSG_TUTORIAL_MOVE_PORTAL,MST_Contents_001355,网站窗口./n /n在列表中选择目的地/n就可以在地图上标示目的地了.,,"255,255,255",10,网站窗口UI说明
10741,0,MSG_TUTORIAL_CONTROL_REBIRTH,MST_Contents_001356,已经死亡./n /n在三个复活方法中选择一个/n就可以复活了.,,"255,255,255",10,复活窗口UI说明
10742,0,MSG_TUTORIAL_SOCIAL_LIST,MST_Contents_001357,社会动作窗口./n /n根据社会动作表现感情.,,"255,255,255",10,行为列表窗口UI说明
10743,0,MSG_TUTORIAL_PARTY_MATCHING,MST_Contents_001358,"队伍/突袭匹配窗口./n /n可以确认已注册的队伍,突袭/n清单.",,"255,255,255",10,队伍/突袭匹配窗口UI说明
10744,0,MSG_TUTORIAL_ITEM_REPAIR,MST_Contents_001359,物品修理窗口./n /n在三个方法中选择一个/n就可以修理物品了.,,"255,255,255",10,修理物品窗口UI说明
10745,0,MSG_TUTORIAL_SAFE_SAFEINVEN,MST_Contents_001360,"物品保管处窗口./n /n可以保管自己的金币,物品.",,"255,255,255",10,物品仓库窗口UI说明
10746,0,MSG_TUTORIAL_MAIL_BOX,MST_Contents_001361,邮箱窗口./n /n可以和其他用户收发邮件.,,"255,255,255",10,邮件?窗口UI说明
10747,0,MSG_TUTORIAL_CONTROL_TARGET,MST_Contents_001362,目标窗口./n /n可以确认选择目标的信息./n /n右键点击目标窗口/n就可以选择菜单了.,,"255,255,255",10,目标窗口UI说明
10748,0,MSG_TUTORIAL_CONTROL_AGGRO,MST_Contents_001363,威胁度窗口/n /n可以确认选择的怪兽的/n威胁度排位.,,"255,255,255",10,???窗口UI说明
10749,0,MSG_TUTORIAL_MINIMAP_RACEWAR,MST_Contents_001364,可以进入大规模战场.,,"255,255,255",10,minimap大规模战场窗口UI说明
10750,0,MSG_TUTORIAL_FRIEND,MST_Contents_001365,"好友/绝交窗口n /n根据好友,绝交/n可以管理自己的社区.",,"255,255,255",10,好友/绝交窗口UI说明
10751,0,MSG_TUTORIAL_SKILLSTONE,MST_Contents_001366,元气之石装备栏./n /n可以装备或去除增加损害的/n元气之石./n ~ 键可以激活元气之石/n一次攻击会消耗一个元气之石.,,"255,255,255",10,元气之石装备栏UI说明
10752,8,MSG_FIRST_ITEM_ALARM,MST_Contents_001367,已取得物品./n获取的物品可以移动到背包里.,,"255,255,0",10,PC生成之后获取最少的物品时 标示
10753,8,MSG_LVUP_ALARM,MST_Contents_001368,<TC'238:73:0' Text'[等级]'/>上升了./n能力值会根据seutet提升.,,"255,255,0",10,PC等级上升为2级的情况(到10级为止相关)
10754,8,MSG_WLVUP_ALARM,MST_Contents_001369,<TC'238:73:0' Text'[武器等级]'/>上升了./n根据技能要点可以学习技能或提升技能.,,"255,255,0",10,主武器等级上升为2级的情况(到10级为止相关)
10755,8,MSG_PARTYMACHING_ALARM,MST_Contents_001370,<TC'238:73:0' Text'[10级]'/>以上就可以进入地下城了./n结成队伍后可以参与地下城队伍.,,"255,255,0",10,10级达成时，队伍匹配窗口 输出
10756,8,MSG_GUILDCREATE_ALARM,MST_Contents_001371,询问公会管理人就可以创立公会了.,,"255,255,0",10,20级达成时，公会窗口 输出
10757,8,MSG_TEAMWAR_ALARM,MST_Contents_001372,可以使用小规模战场./n请试着参与小规模战场.,,"255,255,0",10,小规模战场进入公告 11/21等级
10758,8,MSG_PARTY_NOTINDUNGEON,MST_Contents_001373,被踢出地下城或是无法解散队伍.,,"255,255,0",10,在地下城，试图队伍踢出/解散时 错误
10759,8,MSG_PARTY_NOTINWAR,MST_Contents_001374,被踢出战场或是无法解散队伍.,,"255,255,0",10,在战场，踢出或解散队伍时 错误
10760,12,MSG_PVP_MOVEERROR,MST_Contents_001375,对决中无法移动.,,"255,255,0",10,错误-在对决中移动地图的情况
10761,12,MSG_ATTACK_SIGHT,MST_Contents_001376,看不见进入视线的目标.,,"255,255,0",10,错误-不在视线范围的情况
10762,12,MSG_ATTACK_AREAERROR,MST_Contents_001377,无法在相关地域进行攻击.,,"255,255,0",10,错误-在无法战斗的地域攻击时
10763,12,MSG_PARTY_ERRORDUNGEONMATCHROLE,MST_Contents_001378,角色选择错误.,,"255,255,255",10,选择和角色紧紧相关的或者服务器没有的角色错误时(检查服务器)
10764,12,MSG_DUNGEON_NOTMATCHINWAR,MST_Contents_001379,在战场中无法匹配地下城.,,"255,255,255",10,在战场内，试图地下城匹配时 错误
10765,12,MSG_DUNGEON_NOTMATCHINDUNGEON,MST_Contents_001380,在地下城内部无法匹配地下城.,,"255,255,255",10,在地下城内，试图地下城匹配时 错误
10766,12,MSG_DUNGEON_ALREADYMATCH,MST_Contents_001381,匹配中.,,"255,255,255",10,匹配时试图再次匹配 错误
10767,0,MSG_DUNGEON_MACHING_ING,MST_Contents_001382,地下城匹配中./n想要变更匹配条件请先取消参与.,,"255,255,255",10,匹配进行中测试
10768,12,MSG_DUNGEON_ALREADYMATCHFINISH,MST_Contents_001383,匹配完成.,,"255,255,255",10,匹配完成测试
10769,12,MSG_PARTY_MEMBERLOGOUT,MST_Contents_001384,队伍成员未登录，无法匹配地下城.,,"255,255,255",10,队伍成员未登录时，进行地下城匹配的情况
10770,12,MSG_DUNGEON_NOTMATCH,MST_Contents_001385,无法匹配地下城.,,"255,255,255",10,"突袭时，申请地下城匹配的情况(非正常情况),必须注册匹配时，因为服务器问题无法注册的情况(检查服务器)"
10771,12,MSG_TEAMWAR_ALREADYMATCH,MST_Contents_001386,队伍成员中有正在战场匹配中的成员.,,"255,255,255",10,队伍时，队伍成员申请个人申请/队伍场队伍的情况
10772,12,MSG_PVP_SIDEERROR,MST_Contents_001387,阵营不同无法对决.,,"255,255,255",10,PVP-错误信息
10773,12,MSG_GUILD_NOTENOUGHREQMONEY,MST_Contents_001388,公会等级必要的金币不足.,,"255,255,255",10,公会-根据等级错误信息
10774,12,MSG_GUILD_NOTENOUGHREQPERSON,MST_Contents_001389,公会等级必要的公会成员不足.,,"255,255,255",10,公会-根据等级错误信息
10775,12,MSG_QUICKSLOT_LOCK,MST_Contents_001390,无法注册快捷栏中未解锁的技能.,,"255,255,255",10,快捷栏被锁情况-错误信息
10776,12,MSG_MOVESKILL_SIGHT,MST_Contents_001391,受地形阻碍无法使用技能.,,"255,255,255",10,"突进,使用移动关联技能时-错误信息"
10777,12,MSG_ITEM_ENCHANT_UNABLE_ACCEPT_METARIALITEM,MST_Contents_001392,可以注册强化所必需的物品.,,"255,255,255",10,强化-注册无法强化的物品时
10778,12,MSG_SUBPASSWORD_SET,MST_Contents_001393,2级密码设定完成.,,"255,255,255",10,设定2级密码
10779,12,MSG_SUBPASSWORD_CHANGE,MST_Contents_001394,2级密码变更完成.,,"255,255,255",10,变更2级密码
10780,12,MSG_SUBPASSWORD_CANCEL,MST_Contents_001395,2级密码已解除.,,"255,255,255",10,解除2级密码
10781,8,MSG_HEALING_HP,MST_Contents_001396,生命已完全恢复.,,"255,255,255",10,通过治疗师HP恢复
10782,8,MSG_HEALING_MP,MST_Contents_001397,法力已完全恢复.,,"255,255,255",10,通过治疗师MP恢复
10783,8,MSG_HEALING_ALL,MST_Contents_001398,生命和法力都已完全恢复.,,"255,255,255",10,通过治疗师HP/MP恢复
10784,12,MSG_DUNGEON_MINPLAYER,MST_Contents_001399,没有满足进入人员的下限无法进入地下城.,,"255,255,255",10,立即进入地下城匹配(地下城最少进入人员失败)
10785,12,MSG_DUNGEON_NOWJOINCANCEL,MST_Contents_001400,已取消进入.,,"255,255,255",10,立即进入地下城匹配(立即进入 取消)
10786,8,MSG_ITEM_USENOTWEAPON,MST_Contents_001401,主武器出错无法使用.,,"255,255,255",10,主武器专用物品使用限制 失败信息
10787,12,MSG_ITEM_USENOTMAINWEAPON,MST_Contents_001402,主武器不同无法使用.,,"255,255,255",10,主武器限制物品使用限制 失败信息
10788,8,MSG_ITEM_USENOFAME,MST_Contents_001403,次生命等级无法使用.,,"255,255,255",10,名望等级专用物品使用限制 失败信息
10789,8,MSG_DUNGEON_NOWJOININFO,MST_Contents_001404,单击进入键30秒内禁用.,,"255,255,255",10,立即进入按键说明
10790,12,MSG_CHANNEL_NOTUSE,MST_Contents_001405,目前无法向频道移动.,,"255,255,255",10,无法频道变更信息(战斗中)
10791,8,MSG_EQUIPSLOT_STONE_EMPTY,MST_Contents_001406,没有装备元气之石,,"255,255,255",10,未装备元气之石 
10792,12,MSG_UNBIND_FAIL_NEED,MST_Contents_001407,归属解除物品数量不足.,,"255,255,255",10,快速解除物品个数不足时的信息
10793,0,MSG_MAIL_SELLITEM,MST_Contents_001408,物品卖出,,"255,255,255",10,邮件标题-物品卖出
10794,0,MSG_MAIL_NOSELLITEM,MST_Contents_001409,物品流标,,"255,255,255",10,邮件标题-物品流标
10795,0,MSG_MAIL_LVREWARD_1,MST_Contents_001410,3级达成补偿物品晋级,,"255,255,255",10,邮件标题-根据等级补偿 1(3等级)
10796,0,MSG_MAIL_LVREWARD_2,MST_Contents_001411,7级达成补偿物品晋级,,"255,255,255",10,邮件标题-根据等级补偿 2(7等级)
10797,0,MSG_MAIL_LVREWARD_3,MST_Contents_001412,15级达成补偿物品晋级,,"255,255,255",10,邮件标题-根据等级补偿 3(15等级)
10798,0,MSG_MAIL_LVREWARD_4,MST_Contents_001413,20级达成补偿物品晋级,,"255,255,255",10,邮件标题-根据等级补偿 4(20等级)
10799,0,MSG_MAIL_LVREWARD_5,MST_Contents_001414,25级达成补偿物品晋级,,"255,255,255",10,邮件标题-根据等级补偿 5(25等级)
10800,0,MSG_MAIL_LVREWARD_6,MST_Contents_001415,30级达成补偿物品晋级,,"255,255,255",10,邮件标题-根据等级补偿 6(30等级)
10801,0,MSG_MAIL_LVREWARD_7,MST_Contents_001416,35级达成补偿物品晋级,,"255,255,255",10,邮件标题-根据等级补偿 7(35等级)
10802,0,MSG_MAIL_LVREWARD_8,MST_Contents_001417,40级达成补偿物品晋级,,"255,255,255",10,邮件标题-根据等级补偿 8(40等级)
10803,0,MSG_MAIL_LOL_WIN1,MST_Contents_001418,Lv.30~40泪光火石般的大地 胜利,,"255,255,255",10,邮件标题-泪光火石般的大地 胜利补偿 1(30~40等级)
10804,0,MSG_MAIL_LOL_LOSE1,MST_Contents_001419,Lv.30~40泪光火石般的大地 失败,,"255,255,255",10,邮件标题-泪光火石般的大地 失败补偿 1(30~40等级)
10805,0,MSG_MAIL_LOL_WIN2,MST_Contents_001420,Lv.41~46泪光火石般的大地 胜利,,"255,255,255",10,邮件标题-泪光火石般的大地 胜利补偿 2(41~45等级)
10806,0,MSG_MAIL_LOL_LOSE2,MST_Contents_001421,Lv.41~46泪光火石般的大地 失败,,"255,255,255",10,邮件标题-泪光火石般的大地 失败补偿 2(41~45等级)
10807,0,MSG_MAIL_LOL_WIN3,MST_Contents_001422,Lv.47~50泪光火石般的大地 胜利,,"255,255,255",10,邮件标题-泪光火石般的大地 胜利补偿 3(46~50等级)
10808,0,MSG_MAIL_LOL_LOSE3,MST_Contents_001423,Lv.47~50泪光火石般的大地 失败,,"255,255,255",10,邮件标题-泪光火石般的大地 失败补偿 3(46~50等级)
10809,0,MSG_MAIL_LOL_WIN4,MST_Contents_001424,Lv.51~55泪光火石般的大地 胜利,,"255,255,255",10,邮件标题-泪光火石般的大地 胜利补偿 4(51~55等级)
10810,0,MSG_MAIL_LOL_LOSE4,MST_Contents_001425,Lv.51~55泪光火石般的大地 失败,,"255,255,255",10,邮件标题-泪光火石般的大地 失败补偿 4(51~55等级)
10811,0,MSG_MAIL_OCCU_WIN1,MST_Contents_001426,Lv.30~40叹息的山谷 胜利,,"255,255,255",10,邮件标题-叹息的山谷 胜利补偿 1(30~40等级)
10812,0,MSG_MAIL_OCCU_LOSE1,MST_Contents_001427,Lv.30~40叹息的山谷 失败,,"255,255,255",10,邮件标题-叹息的山谷 失败补偿 1(30~40等级)
10813,0,MSG_MAIL_OCCU_WIN2,MST_Contents_001428,Lv.41~46叹息的山谷 胜利,,"255,255,255",10,邮件标题-叹息的山谷 胜利补偿 2(41~45等级)
10814,0,MSG_MAIL_OCCU_LOSE2,MST_Contents_001429,Lv.41~46叹息的山谷 失败,,"255,255,255",10,邮件标题-叹息的山谷 失败补偿 2(41~45等级)
10815,0,MSG_MAIL_OCCU_WIN3,MST_Contents_001430,Lv.47~50叹息的山谷 胜利,,"255,255,255",10,邮件标题-叹息的山谷 胜利补偿 3(46~50等级)
10816,0,MSG_MAIL_OCCU_LOSE3,MST_Contents_001431,Lv.47~50叹息的山谷 失败,,"255,255,255",10,邮件标题-叹息的山谷 失败补偿 3(46~50等级)
10817,0,MSG_MAIL_OCCU_WIN4,MST_Contents_001432,Lv.51~55叹息的山谷 胜利,,"255,255,255",10,邮件标题-叹息的山谷 胜利补偿 4(51~55等级)
10818,0,MSG_MAIL_OCCU_LOSE4,MST_Contents_001433,Lv.51~55叹息的山谷 失败,,"255,255,255",10,邮件标题-叹息的山谷 失败补偿 4(51~55等级)
10819,0,MSG_MAIL_HERO_WIN1,MST_Contents_001434,Lv.30~40阿修罗剑道场 胜利,,"255,255,255",10,邮件标题-阿修罗剑道场 胜利补偿 1(30~40等级)
10820,0,MSG_MAIL_HERO_LOSE1,MST_Contents_001435,Lv.30~40阿修罗剑道场 失败,,"255,255,255",10,邮件标题-阿修罗剑道场 失败补偿 1(30~40等级)
10821,0,MSG_MAIL_HERO_WIN2,MST_Contents_001436,Lv.41~46阿修罗剑道场 胜利,,"255,255,255",10,邮件标题-阿修罗剑道场 胜利补偿 2(41~45等级)
10822,0,MSG_MAIL_HERO_LOSE2,MST_Contents_001437,Lv.41~46阿修罗剑道场 失败,,"255,255,255",10,邮件标题-阿修罗剑道场 失败补偿 2(41~45等级)
10823,0,MSG_MAIL_HERO_WIN3,MST_Contents_001438,Lv.47~50阿修罗剑道场 胜利,,"255,255,255",10,邮件标题-阿修罗剑道场 胜利补偿 3(46~50等级)
10824,0,MSG_MAIL_HERO_LOSE3,MST_Contents_001439,Lv.47~50阿修罗剑道场 失败,,"255,255,255",10,邮件标题-阿修罗剑道场 失败补偿 3(46~50等级)
10825,0,MSG_MAIL_HERO_WIN4,MST_Contents_001440,Lv.51~55阿修罗剑道场 胜利,,"255,255,255",10,邮件标题-阿修罗剑道场 胜利补偿 4(51~55等级)
10826,0,MSG_MAIL_HERO_LOSE4,MST_Contents_001441,Lv.51~55阿修罗剑道场 失败,,"255,255,255",10,邮件标题-阿修罗剑道场 失败补偿 4(51~55等级)
10827,0,MSG_MAIL_RACE_WIN,MST_Contents_001442,大规模战场 胜利,,"255,255,255",10,邮件标题-大规模战场 胜利补偿
10828,0,MSG_MAIL_RACE_LOSE,MST_Contents_001443,大规模战场 失败,,"255,255,255",10,邮件标题-大规模战场 失败补偿
10829,0,MSG_MAIL_RACE_DRAW,MST_Contents_001444,大规模战场 无胜负,,"255,255,255",10,邮件标题-大规模战场 无胜负补偿
10830,0,MSG_MAIL_EVENT_COMMON,MST_Contents_001445,活动补偿,,"255,255,255",10,邮件标题-活动补偿
10831,,MSG_MAIL_WAR_KICK,,超过战场人数上限.,,"255,255,255",10,邮件标题-超过战场人数上限支付入场券
10832,0,MSG_MAILMAIN_SELLITEM,MST_Contents_001446,物品已卖出.,,"255,255,255",10,邮件文本-物品卖出
10833,0,MSG_MAILMAIN_NOSELLITEM,MST_Contents_001447,物品已流标.,,"255,255,255",10,邮件文本-物品流标
10834,0,MSG_MAILMAIN_LVREWARD_01,MST_Contents_001448,恭喜角色达成3级.,,"255,255,255",10,邮件文本-根据等级补偿 1
10835,0,MSG_MAILMAIN_LVREWARD_02,MST_Contents_001449,恭喜角色达成7级.,,"255,255,255",10,邮件文本-根据等级补偿 2
10836,0,MSG_MAILMAIN_LVREWARD_03,MST_Contents_001450,恭喜角色达成15级.,,"255,255,255",10,邮件文本-根据等级补偿 3
10837,0,MSG_MAILMAIN_LVREWARD_04,MST_Contents_001451,恭喜角色达成20级.,,"255,255,255",10,邮件文本-根据等级补偿 4
10838,0,MSG_MAILMAIN_LVREWARD_05,MST_Contents_001452,恭喜角色达成25级.,,"255,255,255",10,邮件文本-根据等级补偿 5
10839,0,MSG_MAILMAIN_LVREWARD_06,MST_Contents_001453,恭喜角色达成30级.,,"255,255,255",10,邮件文本-根据等级补偿 6
10840,0,MSG_MAILMAIN_LVREWARD_07,MST_Contents_001454,恭喜角色达成35级.,,"255,255,255",10,邮件文本-根据等级补偿 7
10841,0,MSG_MAILMAIN_LVREWARD_08,MST_Contents_001455,恭喜角色达成40级.,,"255,255,255",10,邮件文本-根据等级补偿 8
10842,0,MSG_MAILMAIN_TEAMWAR_WIN,MST_Contents_001456,会给主导战场胜利的英雄礼物.请为对方阵营的没落贡献你的一份力量.,,"255,255,255",10,邮件文本-小规模战场胜利补偿
10843,0,MSG_MAILMAIN_TEAMWAR_LOSE,MST_Contents_001457,"虽然在战场失败了,作为辛苦的报答会给与礼物.现在战场还没有结束.请为对方阵营的没落贡献你的一份力量.",,"255,255,255",10,邮件文本-小规模战场失败补偿
10844,0,MSG_MAILMAIN_RACEWAR_WIN,MST_Contents_001458,会给主导大规模战场胜利的英雄礼物.请为对方阵营的没落贡献你的一份力量.,,"255,255,255",10,邮件文本-大规模战场胜利补偿
10845,0,MSG_MAILMAIN_RACEWAR_LOSE,MST_Contents_001459,"虽然在大规模战场失败了,作为辛苦的报答会给与礼物.现在战场还没有结束.请为对方阵营的没落贡献你的一份力量.",,"255,255,255",10,邮件文本-大规模战场失败补偿
10846,0,MSG_MAILMAIN_RACEWAR_DRAW,MST_Contents_001460,"虽然在大规模战场没分出胜负,作为辛苦的报答会给与礼物.现在战场还没有结束.请为对方阵营的没落贡献你的一份力量.",,"255,255,255",10,邮件文本-大规模战场无胜负补偿
10847,0,MSG_MAILMAIN_EVENT_FIRSTLOGIN,MST_Contents_001461,欢迎各位来到新霸王世界2.,,"255,255,255",10,邮件文本-首次登陆时补偿(活动)
10848,0,MSG_MAILMAIN_EVENT_ACCOUNTTIME01,MST_Contents_001462,相关账户连续登陆1小时，给予补偿.,,"255,255,255",10,邮件文本-根据相关账户连续登陆1小时以上时补偿(活动)
10849,0,MSG_MAILMAIN_EVENT_ACCOUNTTIME02,MST_Contents_001463,相关账户连续登陆3小时，给予补偿.,,"255,255,255",10,邮件文本-根据相关账户连续登陆3小时以上时补偿(活动)
